Area,Year,Population,Violent_crime,Violent_crime_per_100K,Murder,Murder_per_100K,Rape,Rape_per_100K,Robbery,Robbery_per_100K,Aggravated_assault,Aggravated_assault_per_100K,Property_crime,Property_crime_per_100K,Burglary,Burglary_per_100K,Larceny_theft,Larceny_theft_per_100K,Motor_vehicle_theft,Motor_vehicle_theft_per_100K,Rape_legacy,Rape_legacy_per_100K,Rape_revised,Rape_revised_per_100K,State,Total_crime,Total_crime_per_100K
Alabama,2008,4677464.0,21109.0,451.3,357.0,7.6,1618.0,34.6,7344.0,157.0,11790.0,252.1,190292.0,4068.3,50379.0,1077.1,126461.0,2703.6,13452.0,287.6,,,,,AL,211401.0,4519.564447743478
Alabama,2009,4708708.0,21179.0,449.8,323.0,6.9,1504.0,31.9,6259.0,132.9,13093.0,278.1,177629.0,3772.4,48837.0,1037.2,117711.0,2499.9,11081.0,235.3,,,,,AL,198808.0,4222.134819147843
Kentucky,2008,4287931.0,12815.0,298.9,202.0,4.7,1449.0,33.8,4060.0,94.7,7104.0,165.7,114291.0,2665.4,29535.0,688.8,77093.0,1797.9,7663.0,178.7,,,,,KY,127106.0,2964.273445631471
Kentucky,2009,4314113.0,11159.0,258.7,178.0,4.1,1509.0,35.0,3629.0,84.1,5843.0,135.4,108401.0,2512.7,29701.0,688.5,72620.0,1683.3,6080.0,140.9,,,,,KY,119560.0,2771.3692246818755
Mississippi,2008,2940212.0,8952.0,304.5,234.0,8.0,927.0,31.5,3092.0,105.2,4699.0,159.8,86445.0,2940.1,25810.0,877.8,54282.0,1846.2,6353.0,216.1,,,,,MS,95397.0,3244.56195675686
Mississippi,2009,2951996.0,8304.0,281.3,190.0,6.4,939.0,31.8,2965.0,100.4,4210.0,142.6,87181.0,2953.3,29162.0,987.9,52618.0,1782.5,5401.0,183.0,,,,,MS,95485.0,3234.5911037819833
Tennessee,2008,6240456.0,44968.0,720.6,412.0,6.6,2085.0,33.4,10809.0,173.2,31662.0,507.4,251597.0,4031.7,65265.0,1045.8,167080.0,2677.4,19252.0,308.5,,,,,TN,296565.0,4752.296947530757
Tennessee,2009,6296254.0,42041.0,667.7,461.0,7.3,1993.0,31.7,9647.0,153.2,29940.0,475.5,236365.0,3754.1,63646.0,1010.9,157746.0,2505.4,14973.0,237.8,,,,,TN,278406.0,4421.772056845229
Arkansas,2008,2867764.0,14472.0,504.6,164.0,5.7,1425.0,49.7,2756.0,96.1,10127.0,353.1,109752.0,3827.1,33772.0,1177.6,69482.0,2422.9,6498.0,226.6,,,,,AR,124224.0,4331.737200132228
Arkansas,2009,2889450.0,14959.0,517.7,179.0,6.2,1368.0,47.3,2582.0,89.4,10830.0,374.8,109038.0,3773.7,34764.0,1203.1,68171.0,2359.3,6103.0,211.2,,,,,AR,123997.0,4291.370329993598
Louisiana,2008,4451513.0,29576.0,664.4,541.0,12.2,1253.0,28.1,6250.0,140.4,21532.0,483.7,171147.0,3844.7,45513.0,1022.4,112062.0,2517.4,13572.0,304.9,,,,,LA,200723.0,4509.096120802073
Louisiana,2009,4492076.0,27849.0,620.0,530.0,11.8,1359.0,30.3,6105.0,135.9,19855.0,442.0,170456.0,3794.6,46246.0,1029.5,112493.0,2504.3,11717.0,260.8,,,,,LA,198305.0,4414.551312132742
Oklahoma,2008,3644025.0,19241.0,528.0,212.0,5.8,1465.0,40.2,3681.0,101.0,13883.0,381.0,125903.0,3455.1,35141.0,964.3,79833.0,2190.8,10929.0,299.9,,,,,OK,145144.0,3983.0681732424996
Oklahoma,2009,3687050.0,18474.0,501.1,228.0,6.2,1529.0,41.5,3343.0,90.7,13374.0,362.7,131769.0,3573.8,37975.0,1030.0,83390.0,2261.7,10404.0,282.2,,,,,OK,150243.0,4074.8837146228016
Texas,2008,24304290.0,123586.0,508.5,1370.0,5.6,8055.0,33.1,37739.0,155.3,76422.0,314.4,969920.0,3990.7,230054.0,946.6,654482.0,2692.9,85384.0,351.3,,,,,TX,1093506.0,4499.230382784273
Texas,2009,24782302.0,121668.0,490.9,1328.0,5.4,8287.0,33.4,38035.0,153.5,74018.0,298.7,995145.0,4015.5,240233.0,969.4,678353.0,2737.2,76559.0,308.9,,,,,TX,1116813.0,4506.494190894777
Arizona,2008,6499377.0,31274.0,481.2,454.0,7.0,2193.0,33.7,9757.0,150.1,18870.0,290.3,265682.0,4087.8,58125.0,894.3,169346.0,2605.6,38211.0,587.9,,,,,AZ,296956.0,4568.991766441614
Arizona,2009,6595778.0,26929.0,408.3,354.0,5.4,2110.0,32.0,8099.0,122.8,16366.0,248.1,234582.0,3556.5,53412.0,809.8,155184.0,2352.8,25986.0,394.0,,,,,AZ,261511.0,3964.824164791477
Colorado,2008,4935213.0,17129.0,347.1,156.0,3.2,2094.0,42.4,3369.0,68.3,11510.0,233.2,141107.0,2859.2,28222.0,571.8,99468.0,2015.5,13417.0,271.9,,,,,CO,158236.0,3206.2648562483523
Colorado,2009,5024748.0,16976.0,337.8,175.0,3.5,2242.0,44.6,3387.0,67.4,11172.0,222.3,133968.0,2666.2,26649.0,530.4,94861.0,1887.9,12458.0,247.9,,,,,CO,150944.0,3004.0113454445873
Idaho,2008,1527506.0,3678.0,240.8,23.0,1.5,577.0,37.8,241.0,15.8,2837.0,185.7,32252.0,2111.4,6805.0,445.5,23772.0,1556.3,1675.0,109.7,,,,,ID,35930.0,2352.200253223228
Idaho,2009,1545801.0,3530.0,228.4,22.0,1.4,552.0,35.7,245.0,15.8,2711.0,175.4,30741.0,1988.7,6558.0,424.2,22741.0,1471.1,1442.0,93.3,,,,,ID,34271.0,2217.0382862994657
Montana,2008,968035.0,2918.0,301.4,33.0,3.4,346.0,35.7,203.0,21.0,2336.0,241.3,26323.0,2719.2,3654.0,377.5,20898.0,2158.8,1771.0,182.9,,,,,MT,29241.0,3020.655244903335
Montana,2009,974989.0,2473.0,253.6,28.0,2.9,294.0,30.2,216.0,22.2,1935.0,198.5,24024.0,2464.0,3386.0,347.3,19182.0,1967.4,1456.0,149.3,,,,,MT,26497.0,2717.671686552361
Nevada,2008,2615772.0,18917.0,723.2,165.0,6.3,1104.0,42.2,6475.0,247.5,11173.0,427.1,89873.0,3435.8,24208.0,925.5,49747.0,1901.8,15918.0,608.5,,,,,NV,108790.0,4159.001625523937
Nevada,2009,2643085.0,18559.0,702.2,157.0,5.9,1021.0,38.6,6021.0,227.8,11360.0,429.8,80763.0,3055.6,21994.0,832.1,46390.0,1755.1,12379.0,468.4,,,,,NV,99322.0,3757.8057459370393
New Mexico,2008,1986763.0,13010.0,654.8,150.0,7.5,1114.0,56.1,2152.0,108.3,9594.0,482.9,75750.0,3812.7,20720.0,1042.9,47004.0,2365.9,8026.0,404.0,,,,,NM,88760.0,4467.568602797616
New Mexico,2009,2009671.0,12440.0,619.0,175.0,8.7,1057.0,52.6,1870.0,93.1,9338.0,464.7,75078.0,3735.8,22022.0,1095.8,46580.0,2317.8,6476.0,322.2,,,,,NM,87518.0,4354.842160731782
Utah,2008,2727343.0,6130.0,224.8,40.0,1.5,916.0,33.6,1422.0,52.1,3752.0,137.6,92327.0,3385.2,14754.0,541.0,70308.0,2577.9,7265.0,266.4,,,,,UT,98457.0,3609.9969824110863
Utah,2009,2784572.0,5924.0,212.7,37.0,1.3,905.0,32.5,1299.0,46.6,3683.0,132.3,91205.0,3275.4,15159.0,544.4,69142.0,2483.0,6904.0,247.9,,,,,UT,97129.0,3488.1123562256603
Wyoming,2008,532981.0,1312.0,246.2,12.0,2.3,184.0,34.5,86.0,16.1,1030.0,193.3,14511.0,2722.6,2200.0,412.8,11588.0,2174.2,723.0,135.7,,,,,WY,15823.0,2968.7737461560546
Wyoming,2009,544270.0,1242.0,228.2,13.0,2.4,184.0,33.8,77.0,14.1,968.0,177.9,14354.0,2637.3,2230.0,409.7,11353.0,2085.9,771.0,141.7,,,,,WY,15596.0,2865.489554816543
Alaska,2008,688125.0,4479.0,650.9,27.0,3.9,445.0,64.7,644.0,93.6,3363.0,488.7,20097.0,2920.5,3232.0,469.7,15235.0,2214.0,1630.0,236.9,,,,,AK,24576.0,3571.4441416893737
Alaska,2009,698473.0,4421.0,633.0,22.0,3.1,512.0,73.3,655.0,93.8,3232.0,462.7,20577.0,2946.0,3597.0,515.0,15291.0,2189.2,1689.0,241.8,,,,,AK,24998.0,3578.9500811054972
California,2008,36580371.0,185173.0,506.2,2142.0,5.9,8903.0,24.3,69385.0,189.7,104743.0,286.3,1080766.0,2954.5,237724.0,649.9,650513.0,1778.3,192529.0,526.3,,,,,CA,1265939.0,3460.7057429789324
California,2009,36961664.0,174459.0,472.0,1972.0,5.3,8713.0,23.6,64093.0,173.4,99681.0,269.7,1009614.0,2731.5,230137.0,622.6,615456.0,1665.1,164021.0,443.8,,,,,CA,1184073.0,3203.516486703629
Hawaii,2008,1287481.0,3510.0,272.6,26.0,2.0,363.0,28.2,1085.0,84.3,2036.0,158.1,45944.0,3568.5,9404.0,730.4,31424.0,2440.7,5116.0,397.4,,,,,HI,49454.0,3841.1440634852083
Hawaii,2009,1295178.0,3559.0,274.8,22.0,1.7,392.0,30.3,1034.0,79.8,2111.0,163.0,47419.0,3661.2,9178.0,708.6,33422.0,2580.5,4819.0,372.1,,,,,HI,50978.0,3935.984088673526
Oregon,2008,3782991.0,9843.0,260.2,85.0,2.2,1178.0,31.1,2656.0,70.2,5924.0,156.6,125042.0,3305.4,21053.0,556.5,92623.0,2448.4,11366.0,300.5,,,,,OR,134885.0,3565.564919398434
Oregon,2009,3825657.0,9744.0,254.7,85.0,2.2,1168.0,30.5,2461.0,64.3,6030.0,157.6,113511.0,2967.1,19377.0,506.5,84265.0,2202.6,9869.0,258.0,,,,,OR,123255.0,3221.7995497244
Washington,2008,6566073.0,21739.0,331.1,193.0,2.9,2627.0,40.0,6397.0,97.4,12522.0,190.7,247885.0,3775.2,52756.0,803.5,166384.0,2534.0,28745.0,437.8,,,,,WA,269624.0,4106.320474962737
Washington,2009,6664195.0,22056.0,331.0,179.0,2.7,2539.0,38.1,6699.0,100.5,12639.0,189.7,244368.0,3666.9,52791.0,792.2,167897.0,2519.4,23680.0,355.3,,,,,WA,266424.0,3997.8421999956486
Puerto Rico,2008,3954553.0,9484.0,239.8,807.0,20.4,95.0,2.4,5467.0,138.2,3115.0,78.8,59254.0,1498.4,19138.0,483.9,33113.0,837.3,7003.0,177.1,,,,,PR,68738.0,1738.1989822869994
Puerto Rico,2009,3967288.0,10492.0,264.5,894.0,22.5,65.0,1.6,6093.0,153.6,3440.0,86.7,55937.0,1410.0,18521.0,466.8,30584.0,770.9,6832.0,172.2,,,,,PR,66429.0,1674.4183936230493
Connecticut,2010,3575498.0,10083.0,282.0,133.0,3.7,595.0,16.6,3553.0,99.4,5802.0,162.3,78259.0,2188.8,15145.0,423.6,56413.0,1577.8,6701.0,187.4,,,,,CT,88342.0,2470.7607164092947
Connecticut,2011,3580709.0,9767.0,272.8,128.0,3.6,686.0,19.2,3677.0,102.7,5276.0,147.3,77609.0,2167.4,15679.0,437.9,55218.0,1542.1,6712.0,187.4,,,,,CT,87376.0,2440.1871249520696
Maine,2010,1327379.0,1621.0,122.1,24.0,1.8,389.0,29.3,412.0,31.0,796.0,60.0,32900.0,2478.6,7364.0,554.8,24547.0,1849.3,989.0,74.5,,,,,ME,34521.0,2600.6890270224253
Maine,2011,1328188.0,1636.0,123.2,26.0,2.0,393.0,29.6,369.0,27.8,848.0,63.8,33809.0,2545.5,7854.0,591.3,24877.0,1873.0,1078.0,81.2,,,,,ME,35445.0,2668.6734106918598
Massachusetts,2010,6555466.0,30737.0,468.9,214.0,3.3,1784.0,27.2,6897.0,105.2,21842.0,333.2,154496.0,2356.8,37903.0,578.2,105124.0,1603.6,11469.0,175.0,,,,,MA,185233.0,2825.62673652796
Massachusetts,2011,6587536.0,28219.0,428.4,185.0,2.8,1628.0,24.7,6768.0,102.7,19638.0,298.1,148790.0,2258.7,36533.0,554.6,101471.0,1540.3,10786.0,163.7,,,,,MA,177009.0,2687.028958930927
New Hampshire,2010,1316807.0,2204.0,167.4,13.0,1.0,411.0,31.2,450.0,34.2,1330.0,101.0,29230.0,2219.8,5444.0,413.4,22789.0,1730.6,997.0,75.7,,,,,NH,31434.0,2387.1379784584988
New Hampshire,2011,1318194.0,2478.0,188.0,17.0,1.3,429.0,32.5,474.0,36.0,1558.0,118.2,30106.0,2283.9,5749.0,436.1,23383.0,1773.9,974.0,73.9,,,,,NH,32584.0,2471.8668117136026
Rhode Island,2010,1052528.0,2709.0,257.4,29.0,2.8,298.0,28.3,782.0,74.3,1600.0,152.0,26959.0,2561.4,6124.0,581.8,18432.0,1751.2,2403.0,228.3,,,,,RI,29668.0,2818.737363756594
Rhode Island,2011,1051302.0,2602.0,247.5,14.0,1.3,304.0,28.9,746.0,71.0,1538.0,146.3,28141.0,2676.8,6964.0,662.4,18890.0,1796.8,2287.0,217.5,,,,,RI,30743.0,2924.2786563708623
Vermont,2010,625909.0,820.0,131.0,7.0,1.1,141.0,22.5,76.0,12.1,596.0,95.2,14160.0,2262.3,3348.0,534.9,10373.0,1657.3,439.0,70.1,,,,,VT,14980.0,2393.319156618614
