Area,Year,Population,Violent_crime,Violent_crime_per_100K,Murder,Murder_per_100K,Rape,Rape_per_100K,Robbery,Robbery_per_100K,Aggravated_assault,Aggravated_assault_per_100K,Property_crime,Property_crime_per_100K,Burglary,Burglary_per_100K,Larceny_theft,Larceny_theft_per_100K,Motor_vehicle_theft,Motor_vehicle_theft_per_100K,Rape_legacy,Rape_legacy_per_100K,Rape_revised,Rape_revised_per_100K,State,Total_crime,Total_crime_per_100K
Arkansas,2005,2779154.0,14659.0,528.0,186.0,7.0,1193.0,43.0,2531.0,91.0,10749.0,387.0,112775.0,4058.0,30143.0,1085.0,75348.0,2711.0,7284.0,262.0,,,,,AR,127434.0,4585.352233089638
Louisiana,2004,4506685.0,28844.0,640.0,574.0,13.0,1616.0,36.0,6564.0,146.0,20090.0,446.0,199153.0,4419.0,45359.0,1007.0,134080.0,2975.0,19714.0,437.0,,,,,LA,227997.0,5059.084448990778
Louisiana,2005,4523628.0,26889.0,594.0,450.0,10.0,1421.0,31.0,5337.0,118.0,19681.0,435.0,166611.0,3683.0,39382.0,871.0,112840.0,2495.0,14389.0,318.0,,,,,LA,193500.0,4277.540062976001
Oklahoma,2004,3523546.0,17635.0,501.0,186.0,5.0,1557.0,44.0,3090.0,88.0,12802.0,363.0,149472.0,4242.0,35244.0,1000.0,101271.0,2874.0,12957.0,368.0,,,,,OK,167107.0,4742.580343778683
Oklahoma,2005,3547884.0,18044.0,509.0,187.0,5.0,1481.0,42.0,3230.0,91.0,13146.0,371.0,143406.0,4042.0,35692.0,1006.0,93814.0,2644.0,13900.0,392.0,,,,,OK,161450.0,4550.599737759183
Texas,2004,22471549.0,121554.0,541.0,1364.0,6.0,8388.0,37.0,35817.0,159.0,75985.0,338.0,1010702.0,4498.0,220118.0,980.0,696507.0,3100.0,94077.0,419.0,,,,,TX,1132256.0,5038.620168106791
Texas,2005,22859968.0,121091.0,530.0,1407.0,6.0,8511.0,37.0,35790.0,157.0,75383.0,330.0,990293.0,4332.0,219828.0,962.0,677042.0,2962.0,93423.0,409.0,,,,,TX,1111384.0,4861.704093374059
Arizona,2004,5739879.0,28952.0,504.0,414.0,7.0,1896.0,33.0,7721.0,135.0,18921.0,330.0,291203.0,5073.0,56885.0,991.0,179012.0,3119.0,55306.0,964.0,,,,,AZ,320155.0,5577.730819761183
Arizona,2005,5939292.0,30478.0,513.0,445.0,8.0,2006.0,34.0,8579.0,144.0,19448.0,327.0,287345.0,4838.0,56328.0,948.0,176112.0,2965.0,54905.0,924.0,,,,,AZ,317823.0,5351.193374563837
Colorado,2004,4601821.0,17121.0,372.0,201.0,4.0,1945.0,42.0,3739.0,81.0,11236.0,244.0,180322.0,3919.0,33010.0,717.0,123308.0,2680.0,24004.0,522.0,,,,,CO,197443.0,4290.540635978669
Colorado,2005,4665177.0,18498.0,397.0,173.0,4.0,2026.0,43.0,3948.0,85.0,12351.0,265.0,188449.0,4040.0,34746.0,745.0,127602.0,2735.0,26101.0,560.0,,,,,CO,206947.0,4435.994604277608
Idaho,2004,1395140.0,3452.0,247.0,31.0,2.0,594.0,43.0,241.0,17.0,2586.0,185.0,38799.0,2781.0,7671.0,550.0,28389.0,2035.0,2739.0,196.0,,,,,ID,42251.0,3028.4415900913173
Idaho,2005,1429096.0,3670.0,257.0,35.0,2.0,577.0,40.0,266.0,19.0,2792.0,195.0,38556.0,2698.0,8066.0,564.0,27606.0,1932.0,2884.0,202.0,,,,,ID,42226.0,2954.7350213001787
Montana,2004,926920.0,2723.0,294.0,30.0,3.0,273.0,30.0,233.0,25.0,2187.0,236.0,27215.0,2936.0,3515.0,379.0,22082.0,2382.0,1618.0,175.0,,,,,MT,29938.0,3229.836447589868
Montana,2005,935670.0,2634.0,282.0,18.0,2.0,301.0,32.0,177.0,19.0,2138.0,229.0,29407.0,3143.0,3642.0,389.0,23794.0,2543.0,1971.0,211.0,,,,,MT,32041.0,3424.391078051022
Nevada,2004,2332898.0,14379.0,616.0,172.0,7.0,954.0,41.0,4905.0,210.0,8348.0,358.0,98215.0,4210.0,23142.0,992.0,52438.0,2248.0,22635.0,970.0,,,,,NV,112594.0,4826.357603289985
Nevada,2005,2414807.0,14654.0,607.0,206.0,9.0,1016.0,42.0,4702.0,195.0,8730.0,362.0,102424.0,4242.0,23481.0,972.0,52012.0,2154.0,26931.0,1115.0,,,,,NV,117078.0,4848.337776062434
New Mexico,2004,1903006.0,13081.0,687.0,169.0,9.0,1039.0,55.0,2062.0,108.0,9811.0,516.0,79895.0,4198.0,19924.0,1047.0,52069.0,2736.0,7902.0,415.0,,,,,NM,92976.0,4885.74392303545
New Mexico,2005,1928384.0,13541.0,702.0,143.0,7.0,1044.0,54.0,1904.0,99.0,10450.0,542.0,79995.0,4148.0,21095.0,1094.0,50907.0,2640.0,7993.0,415.0,,,,,NM,93536.0,4850.486210215393
Utah,2004,2420708.0,5647.0,233.0,46.0,2.0,967.0,40.0,1236.0,51.0,3398.0,140.0,97762.0,4039.0,15225.0,629.0,74889.0,3094.0,7648.0,316.0,,,,,UT,103409.0,4271.849392822266
Utah,2005,2469585.0,5612.0,227.0,56.0,2.0,920.0,37.0,1095.0,44.0,3541.0,143.0,95546.0,3869.0,14971.0,606.0,72082.0,2919.0,8493.0,344.0,,,,,UT,101158.0,4096.153807218621
Wyoming,2004,505887.0,1163.0,230.0,11.0,2.0,112.0,22.0,67.0,13.0,973.0,192.0,16889.0,3339.0,2738.0,541.0,13352.0,2639.0,799.0,158.0,,,,,WY,18052.0,3568.3858252930004
Wyoming,2005,509294.0,1172.0,230.0,14.0,3.0,122.0,24.0,78.0,15.0,958.0,188.0,16070.0,3155.0,2426.0,476.0,12905.0,2534.0,739.0,145.0,,,,,WY,17242.0,3385.470867514638
Alaska,2004,657755.0,4159.0,632.0,37.0,6.0,558.0,85.0,447.0,68.0,3117.0,474.0,22172.0,3371.0,3773.0,574.0,16159.0,2457.0,2240.0,341.0,,,,,AK,26331.0,4003.1622716665024
Alaska,2005,663661.0,4194.0,632.0,32.0,5.0,538.0,81.0,537.0,81.0,3087.0,465.0,23975.0,3613.0,4131.0,623.0,17249.0,2599.0,2595.0,391.0,,,,,AK,28169.0,4244.486266331757
California,2004,35842038.0,189175.0,528.0,2392.0,7.0,9615.0,27.0,61768.0,172.0,115400.0,322.0,1227194.0,3424.0,245903.0,686.0,728687.0,2033.0,252604.0,705.0,,,,,CA,1416369.0,3951.697724331412
California,2005,36132147.0,190178.0,526.0,2503.0,7.0,9392.0,26.0,63622.0,176.0,114661.0,317.0,1200531.0,3323.0,250521.0,693.0,692467.0,1917.0,257543.0,713.0,,,,,CA,1390709.0,3848.95201494669
Hawaii,2004,1262124.0,3213.0,255.0,33.0,3.0,333.0,26.0,944.0,75.0,1903.0,151.0,60525.0,4796.0,10827.0,858.0,41078.0,3255.0,8620.0,683.0,,,,,HI,63738.0,5050.058472860036
Hawaii,2005,1275194.0,3253.0,255.0,24.0,2.0,343.0,27.0,1001.0,79.0,1885.0,148.0,61115.0,4793.0,9792.0,768.0,42188.0,3308.0,9135.0,716.0,,,,,HI,64368.0,5047.702545651878
Oregon,2004,3591363.0,10724.0,299.0,90.0,3.0,1283.0,36.0,2751.0,77.0,6600.0,184.0,166475.0,4635.0,30072.0,837.0,117868.0,3282.0,18535.0,516.0,,,,,OR,177199.0,4934.032009574082
Oregon,2005,3641056.0,10444.0,287.0,80.0,2.0,1266.0,35.0,2478.0,68.0,6620.0,182.0,160199.0,4400.0,27621.0,759.0,113316.0,3112.0,19262.0,529.0,,,,,OR,170643.0,4686.634866368438
Washington,2004,6207046.0,21330.0,344.0,190.0,3.0,2857.0,46.0,5866.0,95.0,12417.0,200.0,300837.0,4847.0,60632.0,977.0,196972.0,3173.0,43233.0,697.0,,,,,WA,322167.0,5190.343361399287
Washington,2005,6287759.0,21745.0,346.0,205.0,3.0,2811.0,45.0,5788.0,92.0,12941.0,206.0,307661.0,4893.0,60343.0,960.0,198031.0,3150.0,49287.0,784.0,,,,,WA,329406.0,5238.845827265326
Puerto Rico,2004,3895107.0,10045.0,258.0,793.0,20.0,199.0,5.0,6030.0,155.0,3023.0,78.0,60073.0,1542.0,18264.0,469.0,31681.0,813.0,10128.0,260.0,,,,,PR,70118.0,1800.155939233505
Puerto Rico,2005,3912054.0,9579.0,245.0,766.0,20.0,169.0,4.0,5550.0,142.0,3094.0,79.0,55466.0,1418.0,17191.0,439.0,28976.0,741.0,9299.0,238.0,,,,,PR,65045.0,1662.6815478518447
Connecticut,2006,3504809.0,9841.0,280.8,108.0,3.1,636.0,18.1,4241.0,121.0,4856.0,138.6,87764.0,2504.1,14694.0,419.3,62680.0,1788.4,10390.0,296.4,,,,,CT,97605.0,2784.8878498086488
Connecticut,2007,3502309.0,8965.0,256.0,106.0,3.0,658.0,18.8,3607.0,103.0,4594.0,131.2,84052.0,2399.9,15162.0,432.9,59723.0,1705.2,9167.0,261.7,,,,,CT,93017.0,2655.876451792232
Maine,2006,1321574.0,1526.0,115.5,23.0,1.7,339.0,25.7,384.0,29.1,780.0,59.0,33286.0,2518.7,6779.0,512.9,25167.0,1904.3,1340.0,101.4,,,,,ME,34812.0,2634.131724746401
Maine,2007,1317207.0,1554.0,118.0,21.0,1.6,391.0,29.7,349.0,26.5,793.0,60.2,31992.0,2428.8,6676.0,506.8,24057.0,1826.4,1259.0,95.6,,,,,ME,33546.0,2546.7523327768527
Massachusetts,2006,6437193.0,28775.0,447.0,186.0,2.9,1742.0,27.1,8047.0,125.0,18800.0,292.1,153913.0,2391.0,35181.0,546.5,100771.0,1565.4,17961.0,279.0,,,,,MA,182688.0,2838.0071872942135
Massachusetts,2007,6449755.0,27832.0,431.5,184.0,2.9,1634.0,25.3,7006.0,108.6,19008.0,294.7,154246.0,2391.5,35662.0,552.9,103592.0,1606.1,14992.0,232.4,,,,,MA,182078.0,2823.021959748859
New Hampshire,2006,1314895.0,1824.0,138.7,13.0,1.0,344.0,26.2,423.0,32.2,1044.0,79.4,24642.0,1874.1,4358.0,331.4,18862.0,1434.5,1422.0,108.1,,,,,NH,26466.0,2012.7842907608592
New Hampshire,2007,1315828.0,1807.0,137.3,15.0,1.1,333.0,25.3,432.0,32.8,1027.0,78.0,24896.0,1892.0,4986.0,378.9,18611.0,1414.4,1299.0,98.7,,,,,NH,26703.0,2029.3685800879748
Rhode Island,2006,1067610.0,2429.0,227.5,28.0,2.6,285.0,26.7,735.0,68.8,1381.0,129.4,27618.0,2586.9,5415.0,507.2,18621.0,1744.2,3582.0,335.5,,,,,RI,30047.0,2814.417249744757
Rhode Island,2007,1057832.0,2404.0,227.3,19.0,1.8,256.0,24.2,751.0,71.0,1378.0,130.3,27743.0,2622.6,5236.0,495.0,19281.0,1822.7,3226.0,305.0,,,,,RI,30147.0,2849.8854260411863
Vermont,2006,623908.0,852.0,136.6,12.0,1.9,150.0,24.0,110.0,17.6,580.0,93.0,14379.0,2304.7,3300.0,528.9,10493.0,1681.8,586.0,93.9,,,,,VT,15231.0,2441.2253088596394
Vermont,2007,621254.0,772.0,124.3,12.0,1.9,123.0,19.8,80.0,12.9,557.0,89.7,14430.0,2322.7,3106.0,500.0,10683.0,1719.6,641.0,103.2,,,,,VT,15202.0,2446.98625682893
New Jersey,2006,8724560.0,30671.0,351.5,427.0,4.9,1237.0,14.2,13357.0,153.1,15650.0,179.4,199958.0,2291.9,39433.0,452.0,135801.0,1556.5,24724.0,283.4,,,,,NJ,230629.0,2643.445629349789
New Jersey,2007,8685920.0,28601.0,329.3,380.0,4.4,1050.0,12.1,12549.0,144.5,14622.0,168.3,192226.0,2213.1,37482.0,431.5,132791.0,1528.8,21953.0,252.7,,,,,NJ,220827.0,2542.355904728572
New York,2006,19306183.0,83966.0,434.9,921.0,4.8,3169.0,16.4,34489.0,178.6,45387.0,235.1,396304.0,2052.7,68565.0,355.1,295605.0,1531.1,32134.0,166.4,,,,,NY,480270.0,2487.6486460322067
New York,2007,19297729.0,79915.0,414.1,801.0,4.2,2926.0,15.2,31094.0,161.1,45094.0,233.7,381816.0,1978.6,64857.0,336.1,288929.0,1497.2,28030.0,145.3,,,,,NY,461731.0,2392.6701426888108
Pennsylvania,2006,12440621.0,54665.0,439.4,736.0,5.9,3401.0,27.3,20974.0,168.6,29554.0,237.6,303988.0,2443.5,57623.0,463.2,216825.0,1742.9,29540.0,237.4,,,,,PA,358653.0,2882.918786771175
Pennsylvania,2007,12432792.0,51782.0,416.5,723.0,5.8,3450.0,27.7,19458.0,156.5,28151.0,226.4,293577.0,2361.3,56020.0,450.6,211096.0,1697.9,26461.0,212.8,,,,,PA,345359.0,2777.8072696784443
Illinois,2006,12831970.0,69498.0,541.6,780.0,6.1,4078.0,31.8,23782.0,185.3,40858.0,318.4,387478.0,3019.6,77259.0,602.1,272578.0,2124.2,37641.0,293.3,,,,,IL,456976.0,3561.2302709560577
Illinois,2007,12852548.0,68528.0,533.2,752.0,5.9,4103.0,31.9,23100.0,179.7,40573.0,315.7,377322.0,2935.8,75524.0,587.6,267911.0,2084.5,33887.0,263.7,,,,,IL,445850.0,3468.9619521358727
Indiana,2006,6313520.0,19876.0,314.8,369.0,5.8,1835.0,29.1,7243.0,114.7,10429.0,165.2,221127.0,3502.4,46168.0,731.3,153093.0,2424.8,21866.0,346.3,,,,,IN,241003.0,3817.252499398117
Indiana,2007,6345289.0,21165.0,333.6,356.0,5.6,1742.0,27.5,7872.0,124.1,11195.0,176.4,215526.0,3396.6,46919.0,739.4,149050.0,2349.0,19557.0,308.2,,,,,IN,236691.0,3730.184708687027
Michigan,2006,10095643.0,56778.0,562.4,713.0,7.1,5269.0,52.2,14208.0,140.7,36588.0,362.4,324351.0,3212.8,76107.0,753.9,198227.0,1963.5,50017.0,495.4,,,,,MI,381129.0,3775.1830170698386
Michigan,2007,10071822.0,53988.0,536.0,676.0,6.7,4579.0,45.5,13414.0,133.2,35319.0,350.7,308775.0,3065.7,75428.0,748.9,191196.0,1898.3,42151.0,418.5,,,,,MI,362763.0,3601.761429064175
Ohio,2006,11478006.0,40209.0,350.3,539.0,4.7,4548.0,39.6,19149.0,166.8,15973.0,139.2,422235.0,3678.6,104426.0,909.8,280384.0,2442.8,37425.0,326.1,,,,,OH,462444.0,4028.9576429913004
Ohio,2007,11466917.0,39360.0,343.2,516.0,4.5,4452.0,38.8,18260.0,159.2,16132.0,140.7,396209.0,3455.2,98508.0,859.1,263922.0,2301.6,33779.0,294.6,,,,,OH,435569.0,3798.4839342606215
Wisconsin,2006,5556506.0,15783.0,284.0,164.0,3.0,1131.0,20.4,5567.0,100.2,8921.0,160.6,156571.0,2817.8,26994.0,485.8,115546.0,2079.5,14031.0,252.5,,,,,WI,172354.0,3101.841336984069
Wisconsin,2007,5601640.0,16296.0,290.9,183.0,3.3,1223.0,21.8,5474.0,97.7,9416.0,168.1,158959.0,2837.7,27839.0,497.0,117687.0,2100.9,13433.0,239.8,,,,,WI,175255.0,3128.6373276397626
Iowa,2006,2982085.0,8455.0,283.5,55.0,1.8,828.0,27.8,1298.0,43.5,6274.0,210.4,83579.0,2802.7,18017.0,604.2,60556.0,2030.7,5006.0,167.9,,,,,IA,92034.0,3086.22993643709
Iowa,2007,2988046.0,8805.0,294.7,37.0,1.2,904.0,30.3,1313.0,43.9,6551.0,219.2,78154.0,2615.6,16941.0,567.0,56328.0,1885.1,4885.0,163.5,,,,,IA,86959.0,2910.2296283256687
Kansas,2006,2764075.0,11748.0,425.0,127.0,4.6,1238.0,44.8,1877.0,67.9,8506.0,307.7,103658.0,3750.2,19992.0,723.3,74963.0,2712.0,8703.0,314.9,,,,,KS,115406.0,4175.212322386332
Kansas,2007,2775997.0,12566.0,452.7,107.0,3.9,1231.0,44.3,2016.0,72.6,9212.0,331.8,102120.0,3678.7,20263.0,729.9,73293.0,2640.2,8564.0,308.5,,,,,KS,114686.0,4131.344522346385
Minnesota,2006,5167101.0,16425.0,317.9,125.0,2.4,1947.0,37.7,5433.0,105.1,8920.0,172.6,159119.0,3079.5,30173.0,583.9,115567.0,2236.6,13379.0,258.9,,,,,MN,175544.0,3397.3402106906756
Minnesota,2007,5197621.0,15003.0,288.7,116.0,2.2,1873.0,36.0,4770.0,91.8,8244.0,158.6,157829.0,3036.6,29670.0,570.8,115633.0,2224.7,12526.0,241.0,,,,,MN,172832.0,3325.2135929110646
Missouri,2006,5842713.0,31880.0,545.6,368.0,6.3,1764.0,30.2,7587.0,129.9,22161.0,379.3,223570.0,3826.5,44647.0,764.1,153490.0,2627.0,25433.0,435.3,,,,,MO,255450.0,4372.112749676392
Missouri,2007,5878415.0,29682.0,504.9,385.0,6.5,1714.0,29.2,7165.0,121.9,20418.0,347.3,219759.0,3738.4,43446.0,739.1,152529.0,2594.7,23784.0,404.6,,,,,MO,249441.0,4243.337702424888
Nebraska,2006,1768331.0,4983.0,281.8,50.0,2.8,548.0,31.0,1129.0,63.8,3256.0,184.1,59075.0,3340.7,9452.0,534.5,44585.0,2521.3,5038.0,284.9,,,,,NE,64058.0,3622.5118487432496
Nebraska,2007,1774571.0,5367.0,302.4,68.0,3.8,527.0,29.7,1108.0,62.4,3664.0,206.5,56102.0,3161.4,9046.0,509.8,41855.0,2358.6,5201.0,293.1,,,,,NE,61469.0,3463.879439030616
North Dakota,2006,635867.0,813.0,127.9,8.0,1.3,193.0,30.4,72.0,11.3,540.0,84.9,12719.0,2000.3,2393.0,376.3,9314.0,1464.8,1012.0,159.2,,,,,ND,13532.0,2128.11798693752
North Dakota,2007,639715.0,911.0,142.4,12.0,1.9,207.0,32.4,70.0,10.9,622.0,97.2,12088.0,1889.6,2164.0,338.3,9010.0,1408.4,914.0,142.9,,,,,ND,12999.0,2031.9986243874223
South Dakota,2006,781919.0,1340.0,171.4,9.0,1.2,336.0,43.0,119.0,15.2,876.0,112.0,12664.0,1619.6,2650.0,338.9,9296.0,1188.9,718.0,91.8,,,,,SD,14004.0,1790.9783494198246
South Dakota,2007,796214.0,1347.0,169.2,17.0,2.1,308.0,38.7,112.0,14.1,910.0,114.3,13156.0,1652.3,2378.0,298.7,10043.0,1261.3,735.0,92.3,,,,,SD,14503.0,1821.4952261577919
Delaware,2006,853476.0,5817.0,681.6,42.0,4.9,400.0,46.9,1735.0,203.3,3640.0,426.5,29171.0,3417.9,6189.0,725.2,20166.0,2362.8,2816.0,329.9,,,,,DE,34988.0,4099.4708697139695
Delaware,2007,864764.0,5960.0,689.2,37.0,4.3,336.0,38.9,1706.0,197.3,3881.0,448.8,29143.0,3370.1,6341.0,733.3,20486.0,2369.0,2316.0,267.8,,,,,DE,35103.0,4059.257785939286
District Of Columbia,2006,581530.0,8772.0,1508.4,169.0,29.1,185.0,31.8,3829.0,658.4,4589.0,789.1,27063.0,4653.8,3835.0,659.5,15907.0,2735.4,7321.0,1258.9,,,,,DC,35835.0,6162.19283613915
District Of Columbia,2007,588292.0,8320.0,1414.3,181.0,30.8,192.0,32.6,4261.0,724.3,3686.0,626.6,28908.0,4913.9,3926.0,667.4,17382.0,2954.7,7600.0,1291.9,,,,,DC,37228.0,6328.149966343243
Florida,2006,18089888.0,128795.0,712.0,1129.0,6.2,6475.0,35.8,34147.0,188.8,87044.0,481.2,721084.0,3986.1,170873.0,944.6,473774.0,2619.0,76437.0,422.5,,,,,FL,849879.0,4698.088788609415
Florida,2007,18251243.0,131880.0,722.6,1201.0,6.6,6151.0,33.7,38162.0,209.1,86366.0,473.2,746347.0,4089.3,181833.0,996.3,490858.0,2689.4,73656.0,403.6,,,,,FL,878227.0,4811.875004896927
Georgia,2006,9363941.0,44106.0,471.0,600.0,6.4,2173.0,23.2,15509.0,165.6,25824.0,275.8,364183.0,3889.2,85117.0,909.0,235903.0,2519.3,43163.0,460.9,,,,,GA,408289.0,4360.226105653592
Georgia,2007,9544750.0,47075.0,493.2,718.0,7.5,2178.0,22.8,17340.0,181.7,26839.0,281.2,372342.0,3901.0,90690.0,950.2,239058.0,2504.6,42594.0,446.3,,,,,GA,419417.0,4394.216715995704
Maryland,2006,5615727.0,38110.0,678.6,546.0,9.7,1178.0,21.0,14375.0,256.0,22011.0,392.0,195476.0,3480.9,37457.0,667.0,127497.0,2270.4,30522.0,543.5,,,,,MD,233586.0,4159.497069569086
Maryland,2007,5618344.0,36062.0,641.9,553.0,9.8,1179.0,21.0,13258.0,236.0,21072.0,375.1,192796.0,3431.5,37095.0,660.2,127308.0,2265.9,28393.0,505.4,,,,,MD,228858.0,4073.40668353522
North Carolina,2006,8856505.0,42124.0,475.6,540.0,6.1,2495.0,28.2,13484.0,152.2,25605.0,289.1,364960.0,4120.8,107407.0,1212.7,227427.0,2567.9,30126.0,340.2,,,,,NC,407084.0,4596.440695285556
North Carolina,2007,9061032.0,42262.0,466.4,585.0,6.5,2385.0,26.3,13548.0,149.5,25744.0,284.1,370354.0,4087.3,108800.0,1200.7,233588.0,2577.9,27966.0,308.6,,,,,NC,412616.0,4553.741781289373
South Carolina,2006,4321249.0,33078.0,765.5,359.0,8.3,1762.0,40.8,5899.0,136.5,25058.0,579.9,183322.0,4242.3,42772.0,989.8,124148.0,2873.0,16402.0,379.6,,,,,SC,216400.0,5007.811398972844
South Carolina,2007,4407709.0,34746.0,788.3,352.0,8.0,1739.0,39.5,6346.0,144.0,26309.0,596.9,188282.0,4271.7,45214.0,1025.8,126042.0,2859.6,17026.0,386.3,,,,,SC,223028.0,5059.952914314443
Virginia,2006,7642884.0,21568.0,282.2,399.0,5.2,1792.0,23.4,7749.0,101.4,11628.0,152.1,189406.0,2478.2,31913.0,417.6,142679.0,1866.8,14814.0,193.8,,,,,VA,210974.0,2760.3977765461314
Virginia,2007,7712091.0,20798.0,269.7,406.0,5.3,1745.0,22.6,7651.0,99.2,10996.0,142.6,190209.0,2466.4,31688.0,410.9,144467.0,1873.3,14054.0,182.2,,,,,VA,211007.0,2736.0543333837736
West Virginia,2006,1818470.0,5087.0,279.7,75.0,4.1,389.0,21.4,853.0,46.9,3770.0,207.3,47672.0,2621.5,11531.0,634.1,32220.0,1771.8,3921.0,215.6,,,,,WV,52759.0,2901.2851463043107
West Virginia,2007,1812035.0,4987.0,275.2,64.0,3.5,369.0,20.4,852.0,47.0,3702.0,204.3,45753.0,2525.0,10814.0,596.8,31447.0,1735.5,3492.0,192.7,,,,,WV,50740.0,2800.16666344745
Alabama,2006,4599030.0,19557.0,425.2,382.0,8.3,1649.0,35.9,7059.0,153.5,10467.0,227.6,181021.0,3936.1,44571.0,969.1,121610.0,2644.3,14840.0,322.7,,,,,AL,200578.0,4361.31097209629
Alabama,2007,4627851.0,20732.0,448.0,412.0,8.9,1545.0,33.4,7398.0,159.9,11377.0,245.8,183798.0,3971.6,45331.0,979.5,124237.0,2684.6,14230.0,307.5,,,,,AL,204530.0,4419.54591882928
Kentucky,2006,4206074.0,11063.0,263.0,168.0,4.0,1297.0,30.8,3626.0,86.2,5972.0,142.0,107023.0,2544.5,27122.0,644.8,70658.0,1679.9,9243.0,219.8,,,,,KY,118086.0,2807.5112325650953
Kentucky,2007,4241474.0,12513.0,295.0,204.0,4.8,1381.0,32.6,4069.0,95.9,6859.0,161.7,106813.0,2518.3,27683.0,652.7,70455.0,1661.1,8675.0,204.5,,,,,KY,119326.0,2813.3144279559415
Mississippi,2006,2910540.0,8691.0,298.6,223.0,7.7,1000.0,34.4,3118.0,107.1,4350.0,149.5,93393.0,3208.8,27239.0,935.9,57807.0,1986.1,8347.0,286.8,,,,,MS,102084.0,3507.3903811663818
Mississippi,2007,2918785.0,8502.0,291.3,208.0,7.1,1040.0,35.6,2866.0,98.2,4388.0,150.3,93424.0,3200.8,27959.0,957.9,58084.0,1990.0,7381.0,252.9,,,,,MS,101926.0,3492.0694741133725
