State,Year,UV_Irradiance,Median_age_years,Percent_Male,Percent_White,Percent_BA_or_higher,Percent_unemployed,Per_capita_income_dollars,Population,Violent_crime,Murder,Rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny_theft,Motor_vehicle_theft,Hate_crime,NO2,PM10,PM25,SO2,Region,Violent_crime_per_100K,Property_crime_per_100K,Hate_crime_per_100K
NJ,2006,2218,38.2,48.83,69.61,33.4,6.3,31877.0,8724560.0,30671.0,427.0,1237.0,13357.0,15650.0,199958.0,39433.0,135801.0,24724.0,760.0,17.0,52.0,12.6,93.0,Northeast,351.54781444565685,2291.8978149041327,8.711041015248906
NJ,2007,2299,38.4,49.0,70.7,33.9,3.9,33832.0,8685920.0,28601.0,380.0,1050.0,12549.0,14622.0,192226.0,37482.0,132791.0,21953.0,748.0,16.0,49.0,13.5,46.0,Northeast,329.2800302098108,2213.0758745187613,8.611638145412345
NJ,2008,2303,38.7,49.0,70.8,34.4,4.0,35179.0,8663398.0,28351.0,376.0,1122.0,12701.0,14152.0,199127.0,40402.0,138545.0,20180.0,744.0,15.0,74.0,12.7,47.0,Northeast,327.2503468038754,2298.486113647324,8.587854326904987
NJ,2009,2158,38.7,49.0,70.7,34.5,6.6,34263.0,8707739.0,27121.0,319.0,1041.0,11639.0,14122.0,181097.0,37262.0,128327.0,15508.0,549.0,14.0,49.0,10.9,28.0,Northeast,311.45857724950184,2079.7247138436283,6.304736510821006
NJ,2010,2292,39.0,48.7,69.34,35.4,7.2,33555.0,8799593.0,27055.0,371.0,981.0,11818.0,13885.0,183042.0,38732.0,128754.0,15556.0,543.0,12.0,65.0,11.0,30.0,Northeast,307.4574017230115,2080.118932773368,6.170739942176872
NJ,2011,2463,39.2,48.7,69.2,35.3,7.3,34090.0,8821155.0,27203.0,380.0,1006.0,12209.0,13608.0,189719.0,43238.0,129066.0,17415.0,508.0,12.0,63.0,10.8,25.0,Northeast,308.3836527076103,2150.7274274173847,5.7588830487617555
NJ,2012,2483,39.4,48.7,68.94,36.2,6.7,34885.0,8867749.0,25727.0,388.0,1035.0,11385.0,12919.0,181481.0,42338.0,122662.0,16481.0,505.0,11.0,73.0,9.8,19.0,Northeast,290.1187212222628,2046.5283805394133,5.6947935716268026
NJ,2013,2591,39.4,48.8,68.19,36.6,6.0,35728.0,8899339.0,25415.0,401.0,861.0,12082.0,12071.0,167556.0,35873.0,117936.0,13747.0,414.0,10.0,43.0,9.5,12.0,Northeast,285.58300790654226,1882.7915196847764,4.652030898025123
NJ,2014,2500,39.4,48.8,67.73,37.4,5.0,36593.0,8938844.0,23319.0,352.0,2233.0,10499.0,11188.0,154945.0,31707.0,111534.0,11704.0,336.0,11.0,37.0,9.6,12.0,Northeast,260.8726587017292,1733.3896866306202,3.758875308708822
NJ,2015,2849,39.6,48.8,67.65,37.6,4.3,37245.0,8958013.0,22879.0,363.0,2392.0,9729.0,11414.0,145701.0,27960.0,105963.0,11778.0,330.0,11.0,43.0,9.4,10.0,Northeast,255.40262109465573,1626.4879276241281,3.6838526579499273
NJ,2016,3048,39.5,48.9,68.1,38.6,3.9,38911.0,8978416.0,21861.0,378.0,1454.0,8940.0,11089.0,138012.0,25229.0,101459.0,11324.0,283.0,10.0,32.0,8.4,10.0,Northeast,243.48392856824634,1537.1531013933861,3.1520036496415402
NJ,2017,3423,39.8,48.8,67.87,39.7,3.5,40567.0,9005644.0,20604.0,324.0,1505.0,7895.0,10880.0,140086.0,23891.0,104025.0,12170.0,504.0,10.0,32.0,8.3,4.0,Northeast,228.78985667210472,1555.5356174416843,5.596490378700291
NJ,2018,3044,40.0,48.8,66.86,40.8,3.2,42815.0,8886025.0,18536.0,285.0,1424.0,6364.0,10463.0,125155.0,19232.0,94886.0,11037.0,545.0,9.0,33.0,8.0,5.0,Northeast,208.5972074127633,1408.447534189922,6.133226048767588
NJ,2019,3226,40.2,48.9,67.15,41.2,3.1,44888.0,8882190.0,18375.0,262.0,1531.0,5730.0,10852.0,118637.0,16399.0,91902.0,10336.0,996.0,9.0,33.0,7.8,7.0,Northeast,206.8746559125621,1335.6728464489051,11.21345073681153
NM,2000,3771,34.7,48.6,69.95,24.4,7.5,40016.0,1819046.0,13786.0,135.0,922.0,2499.0,10230.0,86605.0,21339.0,57925.0,7341.0,15.0,17.0,83.5,6.6,,West,757.8697844914311,4761.01209095317,0.8246080637872819
NM,2001,3685,35.2,49.04,66.49,23.7,7.2,17801.0,1829146.0,14288.0,99.0,850.0,2695.0,10644.0,83095.0,19552.0,56406.0,7137.0,20.0,17.0,86.5,6.4,,West,781.1295544478133,4542.83037001967,1.093406431197947
NM,2002,3763,35.7,49.22,69.78,25.9,8.2,19230.0,1855059.0,13719.0,152.0,1027.0,2206.0,10334.0,80477.0,19634.0,53406.0,7437.0,15.0,19.0,97.5,6.3,,West,739.5452112304783,4338.244767417101,0.8085996186644199
NM,2003,3635,35.6,48.9,70.19,23.7,7.8,18353.0,1874614.0,12470.0,112.0,937.0,1950.0,9471.0,77301.0,19218.0,50827.0,7256.0,11.0,18.0,164.5,6.9,,West,665.2036099164949,4123.568905385322,0.5867874666464669
NM,2004,3691,35.8,48.9,70.74,23.6,7.6,20234.0,1903006.0,13081.0,169.0,1039.0,2062.0,9811.0,79895.0,19924.0,52069.0,7902.0,22.0,17.0,118.0,6.8,,West,687.3861669379918,4198.357756097459,1.156065719183229
NM,2005,3571,36.2,48.82,69.51,25.1,7.3,20798.0,1928384.0,13541.0,143.0,1044.0,1904.0,10450.0,79995.0,21095.0,50907.0,7993.0,18.0,16.0,109.5,7.0,,West,702.1941687962562,4148.292041419136,0.933424048322326
NM,2006,3570,35.2,49.31,67.83,25.3,6.4,20913.0,1954599.0,12572.0,132.0,1094.0,2105.0,9241.0,76956.0,20909.0,46822.0,9225.0,20.0,15.0,128.0,7.6,,West,643.2009839358354,3937.1758606240974,1.0232277822714528
NM,2007,3532,36.0,49.6,71.0,24.8,3.4,21822.0,1969915.0,13085.0,162.0,1032.0,2321.0,9570.0,73394.0,18992.0,45463.0,8939.0,14.0,15.0,89.0,6.7,,West,664.2418581512401,3725.744511819038,0.7106905627907802
NM,2008,3678,36.0,49.4,73.4,24.7,3.7,23098.0,1986763.0,13010.0,150.0,1114.0,2152.0,9594.0,75750.0,20720.0,47004.0,8026.0,9.0,13.0,83.5,5.9,,West,654.83401895445,3812.7345838431656,0.4529981683774059
NM,2009,3582,35.5,49.2,72.5,25.3,5.6,22166.0,2009671.0,12440.0,175.0,1057.0,1870.0,9338.0,75078.0,22022.0,46580.0,6476.0,15.0,12.0,70.0,5.5,,West,619.006792654121,3735.8353680776604,0.7463908271552906
NM,2010,3485,36.7,49.4,73.36,25.0,5.7,22150.0,2065913.0,12147.0,140.0,959.0,1616.0,9432.0,70776.0,21023.0,44503.0,5250.0,24.0,12.0,73.0,5.3,,West,587.9724848045392,3425.8945076583573,1.1617139734345057
NM,2011,3965,36.6,49.8,71.69,25.6,6.8,22829.0,2082224.0,11817.0,156.0,857.0,1722.0,9082.0,73534.0,21423.0,46703.0,5408.0,28.0,13.0,110.0,6.9,,West,567.5181920869225,3531.51245975457,1.3447160343939941
NM,2012,3965,36.8,49.6,71.92,26.1,6.1,22874.0,2083540.0,11660.0,116.0,957.0,1847.0,8740.0,75094.0,21384.0,48247.0,5463.0,2.0,14.0,161.0,7.4,,West,559.6244852510631,3604.1544678767864,0.09599047774460774
NM,2013,3899,36.9,49.6,75.27,26.4,5.4,23334.0,2085287.0,12443.0,125.0,1126.0,1810.0,9382.0,77256.0,21476.0,49875.0,5905.0,12.0,12.0,106.0,5.7,,West,596.7044344495507,3704.8137738354485,0.5754603562962796
NM,2014,4030,37.2,49.5,73.14,26.4,5.1,23683.0,2085567.0,12465.0,101.0,2551.0,2086.0,8797.0,73877.0,18505.0,49082.0,6290.0,13.0,12.0,129.0,6.4,,West,597.679192277208,3542.2980896801687,0.623331688696647
NM,2015,4017,37.4,49.6,73.41,26.5,4.3,24388.0,2085109.0,13681.0,117.0,2887.0,2485.0,9407.0,77094.0,17085.0,51483.0,8526.0,13.0,11.0,75.0,6.6,,West,656.1287683281786,3697.3606655575322,0.6234686052383832
NM,2016,4441,37.7,49.5,73.98,27.2,4.3,25146.0,2085432.0,14585.0,139.0,1527.0,2737.0,10182.0,81930.0,17280.0,52907.0,11743.0,26.0,10.0,125.0,5.4,,West,699.375477119369,3928.682402495023,1.2467440798836884
NM,2017,4549,37.7,49.5,75.76,27.1,3.7,25311.0,2088070.0,16359.0,148.0,1259.0,3722.0,11230.0,82306.0,17917.0,52617.0,11772.0,7.0,10.0,86.0,5.6,,West,783.4507463830236,3941.7260915582333,0.3352378033303481
NM,2018,4394,38.1,49.6,76.35,27.7,3.4,26529.0,2092741.0,17637.0,153.0,1302.0,2646.0,13536.0,70722.0,16102.0,44592.0,10028.0,46.0,10.0,144.5,5.1,,West,842.7703189262312,3379.39573028865,2.1980742002952107
NM,2019,4484,38.6,49.4,73.92,27.7,3.1,28423.0,2096829.0,17450.0,181.0,1288.0,2341.0,13640.0,65269.0,14610.0,41702.0,8957.0,52.0,9.0,95.0,6.0,,West,832.2090165673976,3112.7478683287954,2.4799351783097237
NY,2000,2525,36.0,47.9,69.71,28.1,5.6,52331.0,18976457.0,105111.0,952.0,3530.0,40539.0,60090.0,483078.0,87946.0,340901.0,54231.0,608.0,26.0,63.0,14.2,45.0,Northeast,553.9021325213657,2545.6701427458243,3.2039700561595876
NY,2001,2475,36.3,47.96,69.43,27.9,6.4,24845.0,19011378.0,98103.0,960.0,3546.0,36555.0,57042.0,458003.0,80400.0,329316.0,48287.0,712.0,26.0,67.0,13.7,48.0,Northeast,516.0225629094325,2409.099435085663,3.745125682104685
NY,2002,2520,36.5,48.05,68.56,29.3,7.8,25037.0,19157532.0,95030.0,909.0,3885.0,36653.0,53583.0,442091.0,76700.0,318025.0,47366.0,693.0,26.0,72.0,13.4,43.0,Northeast,496.0451064364658,2307.6615505588093,3.6173761839468677
NY,2003,2478,37.1,48.13,68.78,29.7,7.5,25854.0,19190115.0,89265.0,934.0,3773.0,35758.0,48800.0,431448.0,75493.0,310738.0,45217.0,603.0,24.0,61.0,13.5,47.0,Northeast,465.16136041915337,2248.2825142006704,3.142242764048053
NY,2004,2554,37.3,48.08,67.82,30.5,7.3,26844.0,19280727.0,84914.0,889.0,3608.0,33506.0,46911.0,422734.0,70696.0,311036.0,41002.0,386.0,22.0,54.0,12.5,47.0,Northeast,440.4087045058,2192.521060020196,2.001999198474207
NY,2005,2067,37.5,48.21,67.05,31.3,7.0,28158.0,19254630.0,85839.0,874.0,3636.0,35179.0,46150.0,405990.0,68034.0,302220.0,35736.0,498.0,22.0,66.0,13.6,46.0,Northeast,445.80965720972046,2108.5318180614217,2.5863909096149857
NY,2006,1996,37.4,48.43,66.38,31.2,6.5,28024.0,19306183.0,83966.0,921.0,3169.0,34489.0,45387.0,396304.0,68565.0,295605.0,32134.0,522.0,21.0,52.0,11.7,37.0,Northeast,434.91766342419936,2052.730982608007,2.7037970167381093
NY,2007,2117,37.7,48.5,67.3,31.7,3.9,29885.0,19297729.0,79915.0,801.0,2926.0,31094.0,45094.0,381816.0,64857.0,288929.0,28030.0,498.0,19.0,49.0,12.3,32.0,Northeast,414.11608588761925,1978.5540568011916,2.5806145375966256
NY,2008,2105,38.0,48.5,67.2,31.9,4.0,31287.0,19467789.0,77546.0,836.0,2799.0,31789.0,42122.0,388585.0,65537.0,297952.0,25096.0,605.0,19.0,74.0,11.3,31.0,Northeast,398.3297743775628,1996.0407419661267,3.1076975407941805
NY,2009,2058,38.1,48.6,67.4,32.4,5.7,30645.0,19541453.0,75176.0,778.0,2586.0,28136.0,43676.0,378315.0,62842.0,293603.0,21870.0,641.0,18.0,49.0,9.5,28.0,Northeast,384.7001551010562,1935.961466120252,3.2802064411484655
NY,2010,2079,38.0,48.4,65.88,32.5,6.2,30011.0,19395206.0,76492.0,868.0,2797.0,28630.0,44197.0,379710.0,65839.0,293232.0,20639.0,699.0,16.0,65.0,9.3,20.0,Northeast,394.38611788913204,1957.7518279517112,3.6039833760981965
NY,2011,2229,38.1,48.5,65.3,32.9,6.0,30679.0,19465197.0,77490.0,774.0,2752.0,28396.0,45568.0,372255.0,65397.0,287547.0,19311.0,545.0,18.0,63.0,9.9,22.0,Northeast,398.0951233116213,1912.413216264906,2.799868914761048
NY,2012,2343,38.1,48.5,65.24,33.4,5.9,31290.0,19576125.0,79535.0,683.0,2837.0,28633.0,47382.0,375268.0,64389.0,293562.0,17317.0,720.0,15.0,73.0,9.0,16.0,Northeast,406.2857179344738,1916.9677349322196,3.677949543129705
NY,2013,2370,38.2,48.5,64.6,34.1,5.5,32514.0,19651127.0,76596.0,648.0,2577.0,27241.0,46130.0,358598.0,56442.0,286674.0,15482.0,615.0,15.0,43.0,8.6,10.0,Northeast,389.77917144395843,1824.8215484027965,3.1295914987471205
NY,2014,2418,38.2,48.5,63.98,34.5,4.6,33095.0,19748858.0,75972.0,616.0,10341.0,24036.0,45295.0,339113.0,50738.0,272624.0,15751.0,545.0,15.0,37.0,8.4,10.0,Northeast,384.6905983120644,1717.1271371742105,2.759653241721623
NY,2015,2851,38.3,48.6,63.76,35.0,4.1,34297.0,19795791.0,75165.0,609.0,10463.0,23936.0,44546.0,317529.0,44276.0,257940.0,15313.0,500.0,15.0,43.0,8.5,7.0,Northeast,379.7019275461132,1604.0227945425368,2.5257894468576683
NY,2016,2916,38.4,48.5,63.46,35.7,3.7,35534.0,19836286.0,74315.0,629.0,6281.0,22310.0,45095.0,305224.0,39850.0,250990.0,14384.0,595.0,14.0,32.0,7.3,5.0,Northeast,374.64170460135534,1538.715463166845,2.999553444631722
NY,2017,2704,38.7,48.6,63.09,36.0,3.5,37156.0,19849399.0,70799.0,548.0,6324.0,20108.0,43819.0,300555.0,35002.0,252143.0,13410.0,554.0,13.0,32.0,7.3,4.0,Northeast,356.6808244420902,1514.1768272177912,2.791016493748753
NY,2018,2603,39.0,48.6,63.33,37.2,3.1,38884.0,19530351.0,68512.0,562.0,6577.0,18191.0,43182.0,281543.0,31158.0,237243.0,13142.0,523.0,13.0,33.0,7.4,5.0,Northeast,350.79758679196294,1441.5665135767401,2.6778832597529862
NY,2019,2783,39.2,48.6,63.2,37.8,2.8,41857.0,19453561.0,69764.0,558.0,6583.0,18068.0,44555.0,267155.0,27600.0,226851.0,12704.0,616.0,13.0,33.0,7.0,5.0,Northeast,358.6181470837139,1373.296128148466,3.1665153747429584
NC,2000,3204,35.7,48.66,72.93,22.0,5.0,44597.0,8049313.0,40051.0,560.0,2181.0,12595.0,24715.0,355921.0,97888.0,232767.0,25266.0,39.0,18.0,39.0,17.9,67.0,South,497.57041377320024,4421.756241805977,0.4845133988453425
NC,2001,3198,35.5,48.67,72.48,22.8,6.6,20087.0,8186268.0,40465.0,505.0,2083.0,13304.0,24573.0,363777.0,101889.0,237241.0,24647.0,84.0,17.0,34.0,16.0,73.0,South,494.30338708676527,4443.74652772179,1.0261086004025277
NC,2002,3271,35.8,48.8,71.89,23.4,8.5,20626.0,8320146.0,39118.0,548.0,2196.0,12205.0,24169.0,353708.0,99535.0,229307.0,24866.0,62.0,15.0,38.0,15.4,107.0,South,470.16001882659276,4251.223476126501,0.7451792312298366
NC,2003,3149,35.8,48.67,71.9,24.3,8.5,20646.0,8407248.0,38246.0,509.0,2139.0,12229.0,23369.0,359660.0,100687.0,232081.0,26892.0,77.0,16.0,31.0,15.0,71.0,South,454.91699543060935,4277.9753850487095,0.9158763961762518
NC,2004,3212,36.0,48.6,72.6,24.6,7.6,21626.0,8540468.0,38244.0,532.0,2339.0,11782.0,23591.0,355328.0,101193.0,227147.0,26988.0,67.0,15.0,33.0,15.0,98.0,South,447.79747433044645,4160.5214140489725,0.7845003341737246
NC,2005,2694,36.2,48.89,71.4,25.1,7.1,22519.0,8683242.0,40650.0,585.0,2302.0,12635.0,25128.0,353855.0,104298.0,221091.0,28466.0,89.0,15.0,37.0,15.9,88.0,South,468.1431198163082,4075.1484295842506,1.0249627961537866
NC,2006,2735,36.6,49.04,70.28,24.8,6.6,22945.0,8856505.0,42124.0,540.0,2495.0,13484.0,25605.0,364960.0,107407.0,227427.0,30126.0,100.0,13.0,39.0,15.2,77.0,South,475.6278012602036,4120.812894025352,1.1291135724532422
NC,2007,2815,36.8,48.8,71.1,25.6,4.4,24307.0,9061032.0,42262.0,585.0,2385.0,13548.0,25744.0,370354.0,108800.0,233588.0,27966.0,75.0,14.0,36.0,14.6,67.0,South,466.41486311934443,4087.326918170028,0.8277202861660791
NC,2008,2839,37.0,48.9,70.4,26.1,4.4,25215.0,9247134.0,43120.0,605.0,2290.0,14321.0,25904.0,372690.0,111541.0,234425.0,26724.0,124.0,11.0,69.0,12.8,27.0,South,466.30664160376614,4030.329829761308,1.3409560194542438
NC,2009,2772,36.9,48.8,70.5,26.5,7.0,23803.0,9380884.0,37929.0,494.0,2306.0,11825.0,23304.0,344098.0,107830.0,216244.0,20024.0,103.0,10.0,35.0,10.2,18.0,South,404.32223658239457,3668.076484049904,1.0979775466789696
NC,2010,2829,37.3,48.7,69.72,26.5,8.0,23432.0,9560234.0,34679.0,474.0,2002.0,9620.0,22583.0,329202.0,102826.0,208057.0,18319.0,94.0,12.0,37.0,11.2,15.0,South,362.7421671896315,3443.45127953981,0.9832395315846872
NC,2011,3127,37.7,48.5,70.09,26.9,7.3,24107.0,9656401.0,33774.0,508.0,1995.0,9550.0,21721.0,340562.0,106144.0,217386.0,17032.0,112.0,10.0,58.0,10.4,9.0,South,349.75763744691216,3526.80051294473,1.1598524129227856
NC,2012,3085,37.8,48.7,69.91,27.4,6.7,24435.0,9748364.0,34464.0,479.0,1984.0,9392.0,22609.0,328594.0,99323.0,213151.0,16120.0,119.0,9.0,32.0,9.3,11.0,South,353.53624464576825,3370.7604681154708,1.220717650674513
NC,2013,3075,37.9,48.7,69.17,28.4,6.0,25377.0,9848060.0,33152.0,469.0,1821.0,9349.0,21513.0,308049.0,90702.0,202741.0,14606.0,118.0,8.0,21.0,8.9,5.0,South,336.6348296009569,3128.0170916911557,1.1982055348972287
NC,2014,3234,38.3,48.7,69.08,28.7,5.1,25774.0,9940387.0,32718.0,498.0,4170.0,8411.0,21377.0,285498.0,79266.0,192609.0,13623.0,140.0,9.0,23.0,9.3,13.0,South,329.14211488949076,2872.101458424104,1.408395870301629
NC,2015,3476,38.4,48.8,69.05,29.4,4.2,26801.0,10042802.0,34852.0,517.0,4623.0,8825.0,22826.0,276183.0,74841.0,187907.0,13435.0,161.0,8.0,24.0,9.3,9.0,South,347.0346224091643,2750.059196626599,1.603138247672313
NC,2016,3832,38.7,48.6,68.88,30.4,3.8,28156.0,10156689.0,37767.0,678.0,2847.0,9336.0,24906.0,277765.0,72082.0,190377.0,15306.0,148.0,8.0,22.0,9.1,6.0,South,371.8436195102558,2734.798712454423,1.4571677837137673
NC,2017,3945,38.8,48.7,68.79,31.3,3.2,29560.0,10273419.0,37364.0,591.0,2715.0,9350.0,24708.0,261486.0,64786.0,180902.0,15798.0,166.0,7.0,20.0,8.5,4.0,South,363.69586405460535,2545.267549196621,1.6158204001997776
NC,2018,3874,38.9,48.7,68.36,31.9,3.1,30737.0,10381615.0,36980.0,574.0,2633.0,7573.0,26200.0,243323.0,57450.0,169376.0,16497.0,140.0,6.0,20.0,8.1,5.0,South,356.2066210315062,2343.78755135882,1.3485377756736308
NC,2019,3941,39.1,48.6,68.12,32.3,2.8,32021.0,10488084.0,38995.0,632.0,3247.0,7599.0,27517.0,247236.0,54447.0,174728.0,18061.0,231.0,7.0,20.0,8.3,5.0,South,371.80289555270537,2357.3037744548956,2.2024995223150388
ND,2000,2307,36.4,49.69,92.25,22.9,4.4,42968.0,642200.0,523.0,4.0,169.0,56.0,294.0,14171.0,2093.0,11092.0,986.0,5.0,7.0,,8.0,6.0,Midwest,81.43880411086889,2206.6334475241356,0.7785736530675802
ND,2001,2252,38.0,49.78,92.19,23.3,3.7,19649.0,634448.0,505.0,7.0,164.0,60.0,274.0,14834.0,2165.0,11583.0,1086.0,16.0,6.0,,8.4,8.0,Midwest,79.59675182205635,2338.0954782740273,2.5218772854512896
ND,2002,2241,37.4,49.58,91.88,23.8,4.4,19849.0,634110.0,496.0,5.0,163.0,58.0,270.0,14762.0,2243.0,11501.0,1018.0,18.0,6.0,,7.3,5.0,Midwest,78.21986721546735,2327.987257731308,2.838624213464541
ND,2003,2230,37.9,49.81,92.17,25.0,4.2,20320.0,633837.0,493.0,12.0,151.0,51.0,279.0,13286.0,1941.0,10267.0,1078.0,10.0,6.0,,7.9,5.0,Midwest,77.7802494963216,2096.122504681803,1.5776926875521626
ND,2004,2307,38.8,49.67,91.71,24.0,4.5,21180.0,636308.0,558.0,8.0,177.0,43.0,330.0,12493.0,2040.0,9516.0,937.0,10.0,6.0,,7.5,6.0,Midwest,87.6933811927557,1963.3573678155863,1.571565971196339
ND,2005,2117,39.1,49.81,91.52,25.5,3.8,23129.0,636677.0,625.0,7.0,154.0,47.0,417.0,12595.0,1986.0,9552.0,1057.0,12.0,6.0,,7.6,7.0,Midwest,98.16594599773511,1978.2401437463582,1.8847861631565141
ND,2006,2160,37.1,49.89,91.04,25.6,3.3,22619.0,635867.0,813.0,8.0,193.0,72.0,540.0,12719.0,2393.0,9314.0,1012.0,16.0,6.0,,8.2,5.0,Midwest,127.85692605529142,2000.2610608822285,2.5162494672628077
ND,2007,2114,37.1,50.5,92.3,25.7,2.4,24127.0,639715.0,911.0,12.0,207.0,70.0,622.0,12088.0,2164.0,9010.0,914.0,14.0,5.0,,7.5,5.0,Midwest,142.40716569097177,1889.591458696451,2.188474555075307
ND,2008,2114,37.0,50.3,91.0,26.9,2.2,26364.0,641421.0,1216.0,5.0,286.0,73.0,852.0,12934.0,2304.0,9728.0,902.0,16.0,5.0,,8.3,5.0,Midwest,189.57907520957377,2016.4603279281469,2.494461515915444
ND,2009,2060,37.0,50.1,90.2,25.8,2.6,26714.0,646844.0,1298.0,10.0,225.0,105.0,958.0,12502.0,2354.0,9296.0,852.0,14.0,5.0,,7.6,6.0,Midwest,200.66662131827766,1932.7689520193433,2.1643549294729487
ND,2010,2028,37.4,50.9,90.0,27.6,2.7,26021.0,674629.0,1548.0,10.0,245.0,90.0,1203.0,12010.0,2000.0,9137.0,873.0,8.0,5.0,,9.6,6.0,Midwest,229.45945104642698,1780.2377306638166,1.1858369563122844
ND,2011,2272,36.6,50.3,89.82,26.3,2.2,28055.0,683932.0,1689.0,24.0,259.0,91.0,1315.0,13246.0,2433.0,9833.0,980.0,27.0,4.0,,7.2,4.0,Midwest,246.95437558119815,1936.7422492294554,3.947760888509384
ND,2012,2630,36.2,51.1,89.5,27.9,2.3,30796.0,701345.0,1723.0,25.0,279.0,127.0,1292.0,14297.0,2429.0,10687.0,1181.0,41.0,5.0,,7.2,4.0,Midwest,245.67081821357533,2038.511716772772,5.845910357955072
ND,2013,2263,35.5,51.0,88.95,27.1,1.8,30855.0,723393.0,1854.0,16.0,230.0,162.0,1446.0,15148.0,2934.0,10798.0,1416.0,51.0,4.0,,6.5,3.0,Midwest,256.2922228995857,2094.0208157944576,7.050109691412552
ND,2014,2341,35.1,50.9,88.49,27.4,2.1,33071.0,740040.0,2001.0,23.0,657.0,175.0,1421.0,15857.0,2751.0,11559.0,1547.0,41.0,4.0,,5.0,3.0,Midwest,270.39078968704393,2142.7220150262146,5.540241068050376
ND,2015,2671,34.9,51.3,88.24,29.1,1.8,34063.0,756927.0,1812.0,21.0,621.0,148.0,1298.0,16020.0,2997.0,11440.0,1583.0,36.0,4.0,,7.2,2.0,Midwest,239.3890031667519,2116.4524452159853,4.7560729105977195
ND,2016,2769,35.0,51.5,87.2,29.6,2.0,33339.0,755548.0,1905.0,16.0,356.0,181.0,1352.0,17451.0,3248.0,12249.0,1954.0,13.0,4.0,,5.1,2.0,Midwest,252.13487428991937,2309.714273613324,1.7206054413485312
ND,2017,2756,35.4,51.4,86.59,30.7,2.1,34041.0,755393.0,2125.0,10.0,399.0,183.0,1533.0,16602.0,2942.0,11887.0,1773.0,15.0,4.0,,7.7,4.0,Midwest,281.3105231316679,2197.796378838565,1.9857213397529498
ND,2018,2610,35.4,51.5,85.74,29.7,1.9,34848.0,758080.0,2154.0,18.0,409.0,158.0,1569.0,15621.0,2742.0,11088.0,1791.0,10.0,4.0,,7.0,3.0,Midwest,284.13887716336006,2060.600464330941,1.3191219924018571
ND,2019,2553,35.5,51.0,85.81,30.4,1.8,36611.0,762062.0,2169.0,24.0,437.0,179.0,1529.0,15066.0,2608.0,10666.0,1792.0,19.0,4.0,,6.5,3.0,Midwest,284.62251102928633,1977.0044956972006,2.4932354585322454
OH,2000,2782,36.3,48.47,85.53,20.5,5.0,48943.0,11353140.0,37935.0,418.0,4271.0,15610.0,17636.0,420939.0,88636.0,293277.0,39026.0,255.0,11.0,68.5,17.4,57.0,Midwest,334.13663532731914,3707.687917175337,2.2460746542366254
OH,2001,2725,37.1,48.46,85.36,21.7,5.9,21661.0,11373541.0,40023.0,452.0,4466.0,17199.0,17906.0,435115.0,96910.0,295976.0,42229.0,363.0,11.0,62.0,17.0,55.0,Midwest,351.89568490587055,3825.6775088778422,3.19161816007873
OH,2002,2780,36.5,48.51,85.0,21.9,7.6,21658.0,11421267.0,40128.0,526.0,4809.0,17871.0,16922.0,428976.0,99164.0,287045.0,42767.0,265.0,11.0,56.0,16.3,50.0,Midwest,351.3445574821077,3755.94056246124,2.3202329478857293
OH,2003,2684,37.2,48.56,84.92,23.0,7.9,21643.0,11435798.0,38103.0,522.0,4587.0,16889.0,16105.0,416317.0,94931.0,280390.0,40996.0,244.0,10.0,43.0,16.2,49.0,Midwest,333.190565275812,3640.471788676225,2.133650839233082
OH,2004,2781,37.5,48.64,84.62,23.3,7.9,22632.0,11450143.0,38787.0,506.0,4744.0,17429.0,16108.0,419337.0,96518.0,282168.0,40651.0,354.0,10.0,49.3,15.3,69.0,Midwest,338.7468610654033,3662.286139133808,3.091664444714795
OH,2005,2224,37.6,48.62,84.33,23.3,7.4,23322.0,11464042.0,40273.0,585.0,4557.0,18696.0,16435.0,419899.0,100063.0,278457.0,41379.0,191.0,11.0,52.2,18.6,53.0,Midwest,351.29843383337214,3662.7482697638407,1.6660790321598613
OH,2006,2216,37.6,48.72,84.04,23.0,7.1,23543.0,11478006.0,40209.0,539.0,4548.0,19149.0,15973.0,422235.0,104426.0,280384.0,37425.0,305.0,10.0,51.5,14.5,53.0,Midwest,350.3134603693359,3678.6441826219643,2.657255972858003
OH,2007,2308,37.8,48.7,85.4,24.1,4.6,24581.0,11466917.0,39360.0,516.0,4452.0,18260.0,16132.0,396209.0,98508.0,263922.0,33779.0,306.0,11.0,48.5,15.6,54.0,Midwest,343.24832036370367,3455.235613896917,2.668546393071477
OH,2008,2289,38.2,48.8,84.1,24.1,4.6,25342.0,11528072.0,40342.0,551.0,4514.0,18804.0,16473.0,392729.0,102616.0,261375.0,28738.0,355.0,10.0,43.0,14.0,40.0,Midwest,349.94576716731126,3406.7188338171377,3.079439476089324
OH,2009,2303,38.5,48.8,84.0,24.1,7.2,24178.0,11542645.0,38332.0,519.0,4022.0,17782.0,16009.0,377553.0,104213.0,250450.0,22890.0,303.0,9.0,45.0,13.2,28.0,Midwest,332.0902618074107,3270.940066163345,2.625048245007968
OH,2010,2351,38.9,48.8,82.96,24.6,7.3,23975.0,11537968.0,36306.0,479.0,3730.0,16486.0,15611.0,376836.0,107125.0,248581.0,21130.0,247.0,8.0,55.5,14.0,38.0,Midwest,314.6654592905788,3266.051699918045,2.140758234032197
