State,Year,UV_Irradiance,Median_age_years,Percent_Male,Percent_White,Percent_BA_or_higher,Percent_unemployed,Per_capita_income_dollars,Population,Violent_crime,Murder,Rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny_theft,Motor_vehicle_theft,Hate_crime,NO2,PM10,PM25,SO2,Region,Violent_crime_per_100K,Property_crime_per_100K,Hate_crime_per_100K
IL,2013,2585,37.2,49.1,72.68,32.1,6.3,29856.0,12882135.0,47987.0,706.0,3276.0,17722.0,26283.0,292983.0,58237.0,213813.0,20933.0,107.0,11.0,88.6,10.9,18.0,Midwest,372.5081285050964,2274.3357370497984,0.8306076593670227
IL,2014,2755,37.5,49.1,72.13,32.8,5.3,30417.0,12882189.0,47775.0,690.0,7511.0,15271.0,27485.0,269647.0,50759.0,201003.0,17885.0,109.0,11.0,76.0,10.7,22.0,Midwest,370.8608839693316,2093.1768661366477,0.8461294893282499
IL,2015,2988,37.7,49.1,71.84,32.9,4.5,31867.0,12859995.0,49354.0,744.0,8370.0,14910.0,28879.0,255729.0,46443.0,191634.0,17652.0,90.0,8.0,105.8,10.8,15.0,Midwest,383.77930940097565,1988.56220395109,0.6998447511060463
IL,2016,3396,37.9,49.1,71.27,34.0,4.1,32849.0,12835726.0,56054.0,1061.0,5003.0,17829.0,32161.0,263256.0,48193.0,195196.0,19867.0,111.0,9.0,82.6,8.3,16.0,Midwest,436.70299599726576,2050.963069794416,0.8647738351535394
IL,2017,3392,38.0,49.2,71.24,34.4,4.0,34196.0,12802023.0,56180.0,997.0,5556.0,17567.0,32060.0,257497.0,43459.0,193157.0,20881.0,85.0,9.0,72.8,7.9,8.0,Midwest,438.83689320039497,2011.377420584231,0.6639575635819434
IL,2018,3148,38.3,49.2,71.7,35.1,3.6,35801.0,12723071.0,52343.0,902.0,6106.0,14251.0,31084.0,246679.0,39317.0,187517.0,19845.0,111.0,9.0,65.2,8.9,10.0,Midwest,411.40224714614885,1938.8322206171765,0.8724308777338426
IL,2019,3418,38.6,49.1,71.37,35.8,3.1,37728.0,12671821.0,51561.0,832.0,6078.0,12464.0,32187.0,233984.0,34433.0,180776.0,18775.0,68.0,9.0,62.4,9.0,8.0,Midwest,406.89495219353245,1846.490729311912,0.5366237417652917
IN,2000,2844,35.4,48.88,87.38,19.8,4.1,49130.0,6080485.0,21230.0,352.0,1759.0,6282.0,12837.0,206905.0,41108.0,144707.0,21090.0,114.0,24.0,83.6,15.4,87.0,Midwest,349.1497799928789,3402.771324984767,1.87485044367349
IN,2001,2787,36.3,48.98,87.86,20.3,5.9,21172.0,6114745.0,22734.0,413.0,1716.0,7171.0,13434.0,211548.0,42758.0,147291.0,21499.0,139.0,24.0,88.4,15.9,94.0,Midwest,371.7898293387541,3459.637319299497,2.273193730891476
IN,2002,2824,35.6,49.16,87.43,20.6,6.9,20758.0,6159068.0,22001.0,362.0,1843.0,6612.0,13184.0,208965.0,42605.0,146073.0,20287.0,78.0,24.0,83.6,15.0,70.0,Midwest,357.2131367927745,3392.8022876188406,1.2664253747482574
IN,2003,2724,35.7,48.85,87.18,21.0,7.8,21063.0,6195643.0,21856.0,341.0,1720.0,6403.0,13392.0,208034.0,41581.0,145685.0,20768.0,65.0,25.0,85.2,14.5,62.0,Midwest,352.76403111024956,3357.7467262074333,1.049124360457825
IN,2004,2806,35.7,49.11,86.81,21.5,6.9,21696.0,6226537.0,20294.0,316.0,1803.0,6373.0,11802.0,211929.0,42168.0,148670.0,21091.0,82.0,23.0,120.0,13.7,68.0,Midwest,325.92755812741495,3403.641542642403,1.31694391280418
IN,2005,2330,36.1,49.1,86.12,21.3,6.9,22519.0,6271973.0,20302.0,356.0,1856.0,6809.0,11281.0,216778.0,43756.0,151278.0,21744.0,54.0,23.0,108.8,16.0,84.0,Midwest,323.69399549392193,3456.2967665836577,0.8609730941124906
IN,2006,2268,36.3,49.17,85.97,21.7,6.9,22781.0,6313520.0,19876.0,369.0,1835.0,7243.0,10429.0,221127.0,46168.0,153093.0,21866.0,40.0,21.0,78.2,13.1,70.0,Midwest,314.816457380352,3502.4360420177645,0.6335609929167881
IN,2007,2403,36.5,49.3,87.2,22.1,4.3,23805.0,6345289.0,21165.0,356.0,1742.0,7872.0,11195.0,215526.0,46919.0,149050.0,19557.0,41.0,21.0,91.2,14.7,78.0,Midwest,333.55454731849096,3396.6301613685364,0.6461486624171098
IN,2008,2348,36.8,49.2,85.7,22.9,4.6,24621.0,6388309.0,21520.0,322.0,1708.0,7591.0,11899.0,212959.0,48905.0,146545.0,17509.0,61.0,19.0,80.2,12.2,67.0,Midwest,336.86535826617023,3333.573876905453,0.9548692776132149
IN,2009,2345,36.8,49.2,85.7,22.5,7.2,23167.0,6423113.0,21404.0,310.0,1640.0,7352.0,12102.0,200160.0,48910.0,137371.0,13879.0,55.0,18.0,57.0,11.9,70.0,Midwest,333.23405644583863,3116.2459698280254,0.8562826156102188
IN,2010,2443,36.9,49.3,85.09,22.7,6.9,22806.0,6490622.0,20983.0,268.0,1760.0,6559.0,12396.0,199274.0,48570.0,137204.0,13500.0,94.0,19.0,61.4,13.2,61.0,Midwest,323.28180565745475,3070.183412313951,1.4482433270648023
IN,2011,2602,37.1,49.2,84.58,23.0,6.4,23524.0,6516922.0,21626.0,312.0,1757.0,6978.0,12579.0,206055.0,50551.0,140688.0,14816.0,101.0,17.0,70.4,11.5,63.0,Midwest,331.8437753282915,3161.8454233455614,1.5498113986940463
IN,2012,2814,37.3,49.2,84.33,23.4,5.6,23898.0,6537782.0,22544.0,307.0,1661.0,6601.0,13975.0,197994.0,47689.0,136668.0,13637.0,37.0,16.0,97.9,11.3,62.0,Midwest,344.82642584289283,3028.4582752988704,0.5659411708741588
IN,2013,2527,37.3,49.1,84.15,23.8,5.0,24796.0,6570902.0,22991.0,355.0,1646.0,7108.0,13882.0,187536.0,42909.0,130423.0,14204.0,75.0,16.0,88.6,10.6,47.0,Midwest,349.89108040266007,2854.0373909091936,1.1413958083684705
IN,2014,2791,37.4,49.2,84.09,24.7,4.5,25140.0,6597880.0,24105.0,333.0,3805.0,6894.0,14681.0,174909.0,36909.0,124144.0,13856.0,51.0,16.0,76.0,11.6,30.0,Midwest,365.34462584951535,2650.9878930808077,0.7729755618471388
IN,2015,2907,37.5,49.1,83.99,24.9,3.7,26396.0,6619680.0,25653.0,373.0,4193.0,7111.0,15765.0,171847.0,34410.0,123918.0,13519.0,63.0,14.0,105.8,9.9,25.0,Midwest,387.5262852585019,2596.0016194136274,0.9517076354144007
IN,2016,3384,37.6,49.3,83.47,25.6,3.2,27464.0,6634007.0,26516.0,431.0,2449.0,7291.0,16345.0,168460.0,33567.0,120454.0,14439.0,79.0,13.0,82.6,8.4,21.0,Midwest,399.69810101195253,2539.340100183795,1.190833835418021
IN,2017,3407,37.7,49.3,83.67,26.8,3.0,28323.0,6666818.0,26598.0,397.0,2625.0,6600.0,16976.0,161132.0,30140.0,115591.0,15401.0,97.0,13.0,72.8,8.1,20.0,Midwest,398.9609435865806,2416.9251357994176,1.45496697224973
IN,2018,3294,37.8,49.3,82.79,27.1,2.8,29369.0,6695497.0,25009.0,418.0,2486.0,5737.0,16368.0,146948.0,25894.0,105861.0,15193.0,103.0,15.0,65.2,8.9,17.0,Midwest,373.51969540125253,2194.728785630103,1.5383473400107566
IN,2019,3416,38.0,49.3,82.76,26.9,2.7,30988.0,6732219.0,24966.0,377.0,2475.0,5331.0,16783.0,132694.0,21795.0,97176.0,13723.0,91.0,13.0,62.4,8.4,19.0,Midwest,370.8435509896514,1971.0291658664103,1.3517088496378384
IA,2000,2705,36.7,49.25,94.03,22.1,4.1,47043.0,2926324.0,7796.0,46.0,676.0,1071.0,6003.0,86834.0,16342.0,65118.0,5374.0,34.0,,59.0,12.8,46.0,Midwest,266.40932446304646,2967.3405952314233,1.1618672436818342
IA,2001,2652,37.1,49.11,93.89,22.6,4.9,20236.0,2923179.0,7865.0,50.0,649.0,1154.0,6012.0,88634.0,16885.0,66244.0,5505.0,32.0,,57.0,13.2,36.0,Midwest,269.05639374119755,3032.109905004107,1.0946986140773451
IA,2002,2655,37.9,49.13,93.38,22.2,5.5,20032.0,2936760.0,8388.0,44.0,797.0,1169.0,6378.0,92877.0,18643.0,68411.0,5823.0,47.0,,59.0,12.3,25.0,Midwest,285.6208883259102,3162.5669104727663,1.6004031653931543
IA,2003,2589,37.8,49.37,93.69,22.5,5.3,21129.0,2944062.0,8020.0,47.0,762.0,1123.0,6088.0,87178.0,17546.0,64031.0,5601.0,38.0,,54.0,12.1,30.0,Midwest,272.41274130775776,2961.146878020911,1.2907336869943635
IA,2004,2650,38.0,49.21,93.84,23.9,5.8,21948.0,2952904.0,8499.0,44.0,782.0,1160.0,6513.0,85775.0,17928.0,62214.0,5633.0,27.0,,49.0,10.9,34.0,Midwest,287.81836456586467,2904.76764568032,0.9143541408728492
IA,2005,2354,38.6,49.23,93.48,23.8,5.1,23340.0,2966334.0,8642.0,38.0,827.0,1154.0,6623.0,84056.0,17987.0,60594.0,5475.0,31.0,,59.0,13.0,37.0,Midwest,291.3360397042275,2833.666067273611,1.0450610079647134
IA,2006,2255,37.8,49.31,92.97,24.0,4.9,23115.0,2982085.0,8455.0,55.0,828.0,1298.0,6274.0,83579.0,18017.0,60556.0,5006.0,29.0,,54.0,10.7,29.0,Midwest,283.5264588366864,2802.703477600404,0.972473956979764
IA,2007,2341,38.0,49.3,93.9,24.3,3.3,24566.0,2988046.0,8805.0,37.0,904.0,1313.0,6551.0,78154.0,16941.0,56328.0,4885.0,28.0,,51.0,12.5,17.0,Midwest,294.6741783761026,2615.5554499495656,0.9370672339046988
IA,2008,2253,38.2,49.3,92.7,24.3,2.7,25466.0,2993987.0,8651.0,77.0,937.0,1249.0,6388.0,73276.0,16598.0,52302.0,4376.0,33.0,,46.0,11.7,12.0,Midwest,288.94581038595027,2447.4388165346077,1.1022091946291015
IA,2009,2322,38.0,49.3,92.3,25.1,4.1,25315.0,3007856.0,8397.0,34.0,853.0,1195.0,6315.0,69441.0,16224.0,49329.0,3888.0,17.0,,41.0,11.1,14.0,Midwest,279.1689495773734,2308.654403668261,0.5651866312749014
IA,2010,2327,38.2,49.4,91.53,24.9,4.6,24883.0,3050202.0,8191.0,38.0,883.0,1012.0,6258.0,68740.0,16746.0,48194.0,3800.0,17.0,,64.0,12.1,17.0,Midwest,268.53959180408384,2253.621235577185,0.5573401368171682
IA,2011,2549,38.1,49.4,91.46,25.8,4.1,25667.0,3062309.0,7826.0,46.0,834.0,825.0,6121.0,71361.0,17400.0,50025.0,3936.0,15.0,,45.0,11.0,19.0,Midwest,255.55879566692974,2330.3004366966234,0.4898264675445881
IA,2012,2963,38.0,49.6,91.66,26.3,3.6,26436.0,3075039.0,8167.0,49.0,901.0,962.0,6255.0,70357.0,17201.0,49116.0,4040.0,8.0,,47.0,9.8,12.0,Midwest,265.590127474806,2288.0035017442056,0.2601593020446245
IA,2013,2569,38.0,49.5,91.38,26.4,3.3,27740.0,3090416.0,8062.0,43.0,757.0,939.0,6323.0,67800.0,15868.0,47686.0,4246.0,10.0,,44.0,9.7,15.0,Midwest,260.87102836640764,2193.879400054879,0.3235810324564719
IA,2014,2599,38.2,49.7,91.33,27.7,3.0,28361.0,3109481.0,8484.0,60.0,1979.0,1047.0,6227.0,65100.0,14363.0,46594.0,4143.0,11.0,,41.0,9.4,10.0,Midwest,272.8429599666311,2093.596970040981,0.35375678449233167
IA,2015,2894,38.1,49.6,90.49,26.8,2.8,28628.0,3123899.0,8936.0,72.0,2007.0,1047.0,6661.0,63957.0,14892.0,44723.0,4342.0,6.0,,53.0,9.3,7.0,Midwest,286.05278211619515,2047.3453207033904,0.19206766928124117
IA,2016,3147,38.0,49.7,90.41,28.4,2.7,30047.0,3130869.0,9170.0,73.0,1278.0,1150.0,6669.0,65888.0,15306.0,45580.0,5002.0,17.0,,39.0,7.7,4.0,Midwest,292.8899292816148,2104.4636489102545,0.5429802396714778
IA,2017,3118,38.3,49.7,90.0,28.9,2.4,30865.0,3145711.0,9230.0,104.0,1234.0,1253.0,6639.0,66855.0,15078.0,46198.0,5579.0,10.0,,37.0,7.7,4.0,Midwest,293.4153836763771,2125.274699424073,0.31789315674580404
IA,2018,3054,38.1,49.6,90.18,29.0,2.4,31559.0,3148618.0,8303.0,70.0,1126.0,989.0,6118.0,57024.0,12433.0,39498.0,5093.0,16.0,,39.0,8.3,5.0,Midwest,263.7029960446139,1811.0802898287438,0.5081594528139012
IA,2019,2978,38.5,49.8,89.87,29.3,2.5,33107.0,3155070.0,8410.0,60.0,1164.0,863.0,6323.0,54699.0,11710.0,37847.0,5142.0,11.0,,36.0,7.9,5.0,Midwest,266.555100203799,1733.685781931938,0.3486451964615682
KS,2000,3083,35.5,49.33,87.36,26.7,3.5,49308.0,2688418.0,10470.0,169.0,1022.0,2048.0,7231.0,108057.0,21484.0,80077.0,6496.0,75.0,8.0,86.0,11.2,20.0,Midwest,389.44836703221006,4019.3526453103646,2.7897447495143988
KS,2001,3000,36.4,49.19,86.49,27.1,4.5,21110.0,2694641.0,10909.0,92.0,945.0,2423.0,7449.0,105537.0,20514.0,77038.0,7985.0,82.0,8.0,73.0,10.9,20.0,Midwest,404.8405705992004,3916.5514070334416,3.043076981312167
KS,2002,3030,35.8,49.04,85.9,26.7,6.4,21045.0,2715884.0,10229.0,78.0,1035.0,2165.0,6951.0,100768.0,19679.0,73877.0,7212.0,56.0,7.0,57.0,10.3,18.0,Midwest,376.63611553365314,3710.320470240997,2.0619437354467274
KS,2003,2954,35.6,49.34,86.47,28.7,6.3,22089.0,2723507.0,10771.0,123.0,1042.0,2246.0,7360.0,108777.0,21887.0,79113.0,7777.0,49.0,8.0,50.0,10.6,17.0,Midwest,395.4827360458409,3994.0047886787142,1.7991508742220967
KS,2004,2996,36.1,49.42,87.06,28.3,5.2,22594.0,2733697.0,10330.0,122.0,1142.0,1812.0,7254.0,109771.0,20146.0,81115.0,8510.0,49.0,8.0,45.0,10.3,15.0,Midwest,377.87655325370736,4015.477940678868,1.7924444442818643
KS,2005,2785,36.1,49.42,85.24,28.2,5.5,23338.0,2744687.0,10634.0,102.0,1055.0,1793.0,7684.0,103941.0,18917.0,75702.0,9322.0,73.0,8.0,54.0,11.0,18.0,Midwest,387.4394420930328,3786.9891903885577,2.6596839639638326
KS,2006,2808,36.3,49.62,85.42,28.6,5.3,23818.0,2764075.0,11748.0,127.0,1238.0,1877.0,8506.0,103658.0,19992.0,74963.0,8703.0,111.0,7.0,69.0,8.4,4.0,Midwest,425.024646581587,3750.187675804745,4.015809990684044
KS,2007,2725,36.3,49.5,87.8,28.8,3.5,25197.0,2775997.0,12566.0,107.0,1231.0,2016.0,9212.0,102120.0,20263.0,73293.0,8564.0,111.0,7.0,53.0,10.1,4.0,Midwest,452.66619524444735,3678.6783271019385,3.9985633990238463
KS,2008,2751,36.2,49.6,86.2,29.6,3.1,26466.0,2797375.0,11586.0,113.0,1230.0,1682.0,8561.0,95189.0,19743.0,68028.0,7418.0,115.0,7.0,61.0,9.2,5.0,Midwest,414.17400241297645,3402.797265293355,4.110996916752312
KS,2009,2815,35.9,49.6,86.3,29.5,4.9,25299.0,2818747.0,11278.0,119.0,1096.0,1786.0,8277.0,90420.0,19469.0,64997.0,5954.0,122.0,6.0,51.0,8.6,4.0,Midwest,400.1068559895585,3207.8082921241244,4.328164251704747
KS,2010,2778,36.2,49.6,85.23,29.8,5.3,24911.0,2859143.0,10602.0,97.0,1146.0,1538.0,7821.0,89109.0,19315.0,63774.0,6020.0,58.0,6.0,53.0,8.5,12.0,Midwest,370.8104141695606,3116.6332009276907,2.028579892646153
KS,2011,3191,36.3,49.6,85.07,30.1,5.0,25438.0,2871238.0,10162.0,110.0,1085.0,1459.0,7508.0,88438.0,18789.0,62972.0,6677.0,69.0,9.0,60.0,9.3,10.0,Midwest,353.9239867959396,3080.134771133567,2.403144566908072
KS,2012,3435,36.0,49.7,85.55,30.4,4.3,26390.0,2885398.0,10292.0,85.0,1105.0,1493.0,7609.0,91066.0,18874.0,65413.0,6779.0,84.0,8.0,85.0,8.3,8.0,Midwest,356.6925602637834,3156.0983961311404,2.9112101692730086
KS,2013,3058,36.0,49.8,85.56,31.1,3.9,27175.0,2893957.0,9478.0,112.0,835.0,1350.0,7181.0,85280.0,17375.0,61264.0,6641.0,68.0,7.0,70.0,8.4,6.0,Midwest,327.5100493891236,2946.8302397029397,2.3497239247162276
KS,2014,3240,36.2,49.8,84.92,31.5,3.4,27870.0,2902507.0,10235.0,92.0,2549.0,1361.0,7299.0,80029.0,15921.0,57169.0,6939.0,75.0,6.0,103.0,8.9,7.0,Midwest,352.6261952167557,2757.237105715852,2.58397309636118
KS,2015,3350,36.2,49.8,84.69,31.7,3.0,28852.0,2911641.0,11353.0,128.0,2866.0,1818.0,7792.0,79199.0,15362.0,56880.0,6957.0,62.0,6.0,58.0,7.6,5.0,Midwest,389.9175756901349,2720.0812188041036,2.1293833958238673
KS,2016,3775,36.5,49.8,84.58,32.8,2.9,28950.0,2907731.0,11665.0,132.0,1618.0,1757.0,8158.0,82293.0,14759.0,60119.0,7415.0,52.0,5.0,66.0,6.8,3.0,Midwest,401.17191033145775,2830.1448792890405,1.788335991190382
KS,2017,3744,36.7,49.9,84.52,33.7,2.8,30146.0,2913123.0,12030.0,160.0,1627.0,1785.0,8458.0,81593.0,13931.0,59816.0,7846.0,77.0,5.0,60.0,6.9,5.0,Midwest,412.95887609277054,2800.8772715741834,2.6432114263627042
KS,2018,3565,37.1,49.8,84.04,33.8,2.5,31456.0,2911359.0,12861.0,122.0,1664.0,1420.0,9655.0,77449.0,12792.0,56726.0,7931.0,74.0,5.0,57.0,7.1,4.0,Midwest,441.75245993365985,2660.235305917271,2.5417682944631697
KS,2019,3673,37.2,49.6,83.65,34.0,2.5,32885.0,2913314.0,11968.0,105.0,1416.0,1293.0,9154.0,67428.0,9984.0,50165.0,7279.0,75.0,5.0,51.0,6.9,3.0,Midwest,410.8036414886964,2314.4776017964423,2.5743877934201396
KY,2000,3032,36.0,48.67,90.53,17.1,5.8,40338.0,4041769.0,11903.0,193.0,1091.0,3256.0,7363.0,107723.0,25308.0,73141.0,9274.0,76.0,11.0,68.5,17.4,30.0,South,294.4997598823683,2665.243857330788,1.8803647610736784
KY,2001,2981,36.3,48.62,89.99,18.1,6.7,18109.0,4065556.0,10448.0,191.0,1132.0,3280.0,5845.0,109001.0,26505.0,73152.0,9344.0,83.0,11.0,62.0,17.0,30.0,South,256.9882200614135,2681.084702805717,2.0415411815751647
KY,2002,3038,37.2,48.64,89.94,18.8,7.3,19395.0,4092891.0,11418.0,184.0,1088.0,3063.0,7083.0,107381.0,27855.0,70776.0,8750.0,79.0,9.0,56.0,16.3,24.0,South,278.9715142670547,2623.5978431871263,1.9301760051758037
KY,2003,2926,36.6,48.87,89.93,18.6,7.5,18587.0,4117827.0,10777.0,188.0,1054.0,3196.0,6339.0,110418.0,27656.0,73396.0,9366.0,81.0,9.0,43.0,16.2,24.0,South,261.71570588079584,2681.4628200747625,1.967056896756469
KY,2004,3002,37.3,48.69,90.26,19.0,7.3,19887.0,4141835.0,10152.0,236.0,1238.0,3268.0,5410.0,105209.0,25902.0,70535.0,8772.0,71.0,9.0,49.3,15.3,24.0,South,245.10875010713852,2540.154303587661,1.714216041923447
KY,2005,2473,37.5,48.92,89.85,19.3,7.5,20551.0,4173405.0,11134.0,190.0,1421.0,3690.0,5833.0,105608.0,26458.0,70354.0,8796.0,46.0,9.0,52.2,18.6,26.0,South,266.7845560160109,2530.4996759240958,1.1022174938689153
KY,2006,2435,37.3,48.95,89.46,20.0,6.9,21112.0,4206074.0,11063.0,168.0,1297.0,3626.0,5972.0,107023.0,27122.0,70658.0,9243.0,66.0,9.0,51.5,14.5,25.0,South,263.02437855349194,2544.486854011603,1.569159268239218
KY,2007,2596,37.4,48.9,90.3,20.0,4.0,21951.0,4241474.0,12513.0,204.0,1381.0,4069.0,6859.0,106813.0,27683.0,70455.0,8675.0,48.0,9.0,48.5,15.6,28.0,South,295.0153649415274,2518.2990630144145,1.1316820520413422
KY,2008,2528,37.8,48.9,89.1,19.7,4.2,22603.0,4287931.0,12815.0,202.0,1449.0,4060.0,7104.0,114291.0,29535.0,77093.0,7663.0,79.0,8.0,43.0,14.0,26.0,South,298.86208523411403,2665.411360397357,1.8423803927815068
KY,2009,2489,37.7,48.9,88.8,21.0,6.1,21803.0,4314113.0,11159.0,178.0,1509.0,3629.0,5843.0,108401.0,29701.0,72620.0,6080.0,153.0,5.0,45.0,13.2,25.0,South,258.66267295270194,2512.7065517291735,3.5464995933115335
KY,2010,2606,38.0,49.2,88.29,20.5,6.6,21706.0,4347223.0,10604.0,188.0,1438.0,3748.0,5230.0,111170.0,30443.0,74488.0,6239.0,173.0,7.0,55.5,14.0,25.0,South,243.92583495256628,2557.26471818906,3.979552003658427
KY,2011,2774,38.2,49.1,87.83,21.1,6.2,22300.0,4369356.0,10406.0,153.0,1463.0,3693.0,5097.0,118358.0,32553.0,79132.0,6673.0,157.0,6.0,44.5,12.8,27.0,South,238.1586668607456,2708.8202471943237,3.5932068707608167
KY,2012,2961,38.4,49.2,87.77,21.8,5.5,22722.0,4379730.0,9852.0,201.0,1312.0,3547.0,4792.0,112800.0,29877.0,76199.0,6724.0,204.0,6.0,42.5,11.3,24.0,South,224.94537334493222,2575.5012295278475,4.657821372550362
KY,2013,2748,38.5,49.2,87.7,22.6,5.0,23668.0,4395295.0,8737.0,167.0,1126.0,3246.0,4198.0,103857.0,26213.0,71612.0,6032.0,172.0,6.0,37.5,11.1,18.0,South,198.78074167945496,2362.9130695436825,3.913275445675432
KY,2014,2982,38.5,49.3,87.42,22.2,4.5,23684.0,4412617.0,9495.0,164.0,2654.0,3343.0,4432.0,99909.0,23426.0,70108.0,6375.0,165.0,6.0,41.0,10.9,20.0,South,215.17843039629315,2264.1665932030814,3.7392776214205763
KY,2015,3156,38.8,49.1,87.36,23.3,3.8,25082.0,4425092.0,9676.0,209.0,2489.0,3307.0,4668.0,96362.0,22260.0,66320.0,7782.0,188.0,6.0,44.5,9.8,18.0,South,218.6621204711676,2177.627041426483,4.248499240241785
KY,2016,3717,38.7,49.1,87.14,23.4,3.5,26046.0,4436113.0,10452.0,265.0,1748.0,3371.0,5068.0,97713.0,20932.0,66833.0,9948.0,214.0,5.0,44.0,9.3,16.0,South,235.61167174956995,2202.6715730640767,4.824043030463831
KY,2017,3700,38.9,49.3,86.94,24.0,3.2,26779.0,4454189.0,10056.0,263.0,1661.0,2958.0,5174.0,94833.0,20195.0,64394.0,10244.0,380.0,5.0,36.5,8.9,12.0,South,225.76500458332595,2129.0744510392356,8.531294922599827
KY,2018,3531,39.1,49.2,86.72,24.8,3.1,27823.0,4461153.0,9719.0,250.0,1875.0,2469.0,5125.0,89235.0,17462.0,61313.0,10460.0,234.0,5.0,37.5,9.3,10.0,South,217.8584773936245,2000.2676438131575,5.245280760377418
KY,2019,3739,39.2,49.2,86.7,25.1,2.8,29029.0,4467673.0,9701.0,221.0,1572.0,2161.0,5747.0,84769.0,15443.0,59130.0,10196.0,147.0,5.0,37.0,9.2,13.0,South,217.1376463765365,1897.3859546121662,3.2903034756572382
LA,2000,3720,34.1,48.15,64.71,19.2,7.3,38491.0,4468976.0,30440.0,560.0,1497.0,7532.0,20851.0,211904.0,46289.0,144345.0,21270.0,12.0,10.0,,14.2,104.0,South,681.1403775719539,4741.6678899148255,0.26851788866174264
LA,2001,3708,34.1,48.08,63.98,19.3,8.1,17369.0,4465430.0,30678.0,501.0,1403.0,7864.0,20910.0,207693.0,46451.0,139555.0,21687.0,10.0,10.0,,13.1,100.0,South,687.0111053134859,4651.131022096417,0.2239425990330159
LA,2002,3802,34.6,47.85,63.68,20.4,8.2,18114.0,4482646.0,29690.0,593.0,1529.0,7123.0,20445.0,198838.0,45350.0,133302.0,20186.0,15.0,9.0,,12.3,99.0,South,662.332024433783,4435.728362221777,0.3346237913946361
LA,2003,3649,34.7,48.15,64.02,21.3,8.5,18388.0,4496334.0,29062.0,586.0,1849.0,7069.0,19558.0,195569.0,44877.0,130810.0,19882.0,6.0,9.0,,12.8,81.0,South,646.3487810291674,4349.521187705362,0.1334420441186086
LA,2004,3666,35.2,48.03,63.9,21.5,8.0,19643.0,4506685.0,28844.0,574.0,1616.0,6564.0,20090.0,199153.0,45359.0,134080.0,19714.0,24.0,8.0,,12.5,102.0,South,640.0269821387561,4419.05746685202,0.5325422122912961
LA,2005,3243,35.4,48.24,63.68,20.6,9.0,20332.0,4523628.0,26889.0,450.0,1421.0,5337.0,19681.0,166611.0,39382.0,112840.0,14389.0,17.0,9.0,,13.9,117.0,South,594.4122726271922,3683.1277903488085,0.37580455333639284
LA,2006,3277,35.6,48.48,64.37,20.3,7.8,20367.0,4287768.0,29917.0,528.0,1562.0,5729.0,22098.0,171239.0,44986.0,110613.0,15640.0,22.0,8.0,,13.8,100.0,South,697.728981605348,3993.6629034033554,0.5130874618216285
LA,2007,3162,35.7,48.6,65.0,20.4,3.9,21934.0,4293204.0,31317.0,608.0,1393.0,6083.0,23233.0,174991.0,44602.0,115209.0,15180.0,31.0,8.0,,12.3,102.0,South,729.4552040853405,4076.0001155314303,0.722071441282548
LA,2008,3313,35.9,48.5,64.0,20.3,3.7,23305.0,4451513.0,29576.0,541.0,1253.0,6250.0,21532.0,171147.0,45513.0,112062.0,13572.0,67.0,7.0,,11.4,97.0,South,664.4033163555852,3844.6928044464885,1.505106241406012
LA,2009,3366,35.6,48.6,63.7,21.4,5.2,22969.0,4492076.0,27849.0,530.0,1359.0,6105.0,19855.0,170456.0,46246.0,112493.0,11717.0,13.0,7.0,,9.8,103.0,South,619.9583444269421,3794.5929677058,0.28939848746993596
LA,2010,3353,35.9,49.0,62.85,21.4,6.2,22862.0,4545343.0,25241.0,500.0,1230.0,5297.0,18214.0,165667.0,45437.0,110260.0,9970.0,13.0,7.0,,10.8,64.0,South,555.3156274454975,3644.763442494879,0.28600701861223676
LA,2011,3884,35.9,48.9,62.84,21.1,5.6,22882.0,4574836.0,25406.0,513.0,1268.0,5239.0,18386.0,168744.0,46320.0,113301.0,9123.0,5.0,6.0,,10.4,40.0,South,555.3423117243984,3688.5256651823147,0.10929353533110257
LA,2012,3793,36.0,48.9,62.83,22.0,5.4,23800.0,4602134.0,22839.0,489.0,1155.0,5458.0,15737.0,162673.0,42037.0,112764.0,7872.0,4.0,6.0,,9.7,32.0,South,496.26977397876726,3534.729757977495,0.08691620018017727
LA,2013,3827,36.0,48.8,62.85,22.5,4.8,24695.0,4625470.0,23609.0,498.0,1244.0,5548.0,16319.0,165686.0,41184.0,115342.0,9160.0,24.0,6.0,,8.7,24.0,South,510.41299586852796,3582.0359876942234,0.5188661908951955
LA,2014,3720,36.1,48.9,62.78,22.9,4.4,24800.0,4648990.0,23983.0,476.0,2363.0,5725.0,16400.0,161192.0,38541.0,113251.0,9400.0,9.0,6.0,,8.9,21.0,South,515.8754912357307,3467.2477247746283,0.19359043577207094
LA,2015,3782,36.4,48.9,62.4,23.2,4.2,25456.0,4670724.0,25208.0,481.0,2983.0,5550.0,17454.0,156629.0,35453.0,111435.0,9741.0,38.0,6.0,,8.8,19.0,South,539.7021960621095,3353.4201549909612,0.8135783660092097
LA,2016,3897,36.5,49.0,61.98,23.4,4.1,25664.0,4686157.0,26477.0,555.0,1819.0,5575.0,18528.0,154511.0,34689.0,109492.0,10330.0,26.0,6.0,,9.1,17.0,South,565.0045442352871,3297.179330526058,0.5548256279078998
